Manvijay Dev,MDC02,http://www.moneycontrol.com/india/stockpricequote/constructioncontractingrealestate/manvijaydevelopmentcompany/MDC02,
Maple Circuits ,MCL02,http://www.moneycontrol.com/india/stockpricequote/electricals/maplecircuits/MCL02,
Maplle Infra,HTL,http://www.moneycontrol.com/india/stockpricequote/plastics/maplleinfraprojects/HTL,
Mapro Ind,MIL08,http://www.moneycontrol.com/india/stockpricequote/chemicals/maproindustries/MIL08,
Maral Finance,MF12,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/maralfinance/MF12,
Maral Overseas,MO,http://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/maraloverseas/MO,
Marathon Realty,MNR,http://www.moneycontrol.com/india/stockpricequote/constructioncontractingrealestate/marathonnextgenrealty/MNR,
Marathwada Ref,MRL,http://www.moneycontrol.com/india/stockpricequote/cementproductsbuildingmaterials/marathwadarefractories/MRL,
Mardia Chemical,MC04,http://www.moneycontrol.com/india/stockpricequote/dyespigments/mardiachemicals/MC04,
Mardia Copper,MCP,http://www.moneycontrol.com/india/stockpricequote/miningminerals/mardiacopperproducts/MCP,
Mardia Extrusio,ME02,http://www.moneycontrol.com/india/stockpricequote/metalsnonferrous/mardiaextrusions/ME02,
Mardia Samyoung,MSC,http://www.moneycontrol.com/india/stockpricequote/metalsnonferrous/mardiasamyoungcapillarytubesco/MSC,
Mardia Steel,MS06,http://www.moneycontrol.com/india/stockpricequote/steelmediumsmall/mardiasteel/MS06,
Marg,M17,http://www.moneycontrol.com/india/stockpricequote/constructioncontractinghousing/marg/M17,
Marg Projects,MPI05,http://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/margprojectsinfrastructure/MPI05,
Marg Techno Pro,MTP02,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/margtechnoprojects/MTP02,
Margo Finance,IFL,http://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/margofinance/IFL,
Marico,M13,http://www.moneycontrol.com/india/stockpricequote/personalcare/marico/M13,
Marico Kaya Ent,MKE01,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/maricokayaenterprises/MKE01,
Marine Cargo,MCC,http://www.moneycontrol.com/india/stockpricequote/shipping/marinecargocompany/MCC,
Maris Spin,MS17,http://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/marisspinners/MS17,
Mark Omega Orga,MOO,http://www.moneycontrol.com/india/stockpricequote/chemicals/markomegaorganicindustries/MOO,
Market Creat,MC06,http://www.moneycontrol.com/india/stockpricequote/financegeneral/marketcreators/MC06,
Marksans Pharma,MP21,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/marksanspharma/MP21,
Marmagoa Steel,MS07,http://www.moneycontrol.com/india/stockpricequote/steelmediumsmall/marmagoasteel/MS07,
Marnite Polycas,MP05,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/marnitepolycast/MP05,
Marson's Textil,MTL05,http://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/marsonstextiles/MTL05,
Marsons,M01,http://www.moneycontrol.com/india/stockpricequote/electricequipment/marsons/M01,
Martin Burn Ltd,MBL,http://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/martinburn/MBL,
Maruti Carbo,MIC01,http://www.moneycontrol.com/india/stockpricequote/chemicals/marutiindustrialcarbohydrates/MIC01,
Maruti Cottex,MC15,http://www.moneycontrol.com/india/stockpricequote/textilesprocessing/maruticottex/MC15,
Maruti Infra,MI33,http://www.moneycontrol.com/india/stockpricequote/constructioncontractinghousing/marutiinfrastructure/MI33,
Maruti Organics,MOL,http://www.moneycontrol.com/india/stockpricequote/chemicals/marutiorganics/MOL,
Maruti Plastics,MP06,http://www.moneycontrol.com/india/stockpricequote/packaging/marutiplastics/MP06,
Maruti Sec,MS08,http://www.moneycontrol.com/india/stockpricequote/financegeneral/marutisecurities/MS08,
Maruti Suzuki,MS24,http://www.moneycontrol.com/india/stockpricequote/autocarsjeeps/marutisuzukiindia/MS24,
Maruti Syntex,MSI02,http://www.moneycontrol.com/india/stockpricequote/textilesmanmade/marutisyntexindia/MSI02,
Marvel Capital,MCF02,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/marvelcapitalfinanceindia/MCF02,
Marvel Ind,MI30,http://www.moneycontrol.com/india/stockpricequote/packaging/marvelindustries/MI30,
Marvel Vinyls,MV,http://www.moneycontrol.com/india/stockpricequote/plastics/marvelvinyls/MV,
MAS Financial S,MFS09,http://www.moneycontrol.com/india/stockpricequote/financegeneral/masfinancialservices/MFS09,
Mascon Global,MG,http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/masconglobal/MG,
Mask Investment,MI60,http://www.moneycontrol.com/india/stockpricequote/financegeneral/maskinvestments/MI60,
Mastek,M,http://www.moneycontrol.com/india/stockpricequote/computerssoftware/mastek/M,
Master Chemical,MCL03,http://www.moneycontrol.com/india/stockpricequote/chemicals/masterchemicals/MCL03,
Master Dot Com,MDC01,http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/masterdotcomsoftware/MDC01,
Master Trust,MT02,http://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/mastertrust/MT02,
Mastergain 92,M11,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/mastergain92/M11,
Masterplus 91,M10,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/masterplus91/M10,
Mastershare,M09,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/mastershare/M09,
Mather and Plat,MPF,http://www.moneycontrol.com/india/stockpricequote/engineering/matherplattfiresystems/MPF,
Mather Pumps,MPP,http://www.moneycontrol.com/india/stockpricequote/pumps/matherplattpumps/MPP,
Mathew Easow,MER,http://www.moneycontrol.com/india/stockpricequote/financegeneral/matheweasowresearchsecurities/MER,
Matra Kaushal,PLE,http://www.moneycontrol.com/india/stockpricequote/domesticappliances/matrakaushalenterprise/PLE,
Matra Realty,MR04,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/matrarealty/MR04,
Matrimony.com,M20,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/matrimonycom/M20,
Matrix Lab,ML07,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/matrixlaboratories/ML07,
Matushree Text,MTL,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/matushreetextiles/MTL,
Mauria Udyog,MU02,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/mauriaudyog/MU02,
Mavens Biotech,MB03,http://www.moneycontrol.com/india/stockpricequote/foodprocessing/mavensbiotech/MB03,
Mawana Sugar,MS21,http://www.moneycontrol.com/india/stockpricequote/sugar/mawanasugar/MS21,
Mawana Sugars,MS25,http://www.moneycontrol.com/india/stockpricequote/sugar/mawanasugars/MS25,
Max Alert Syste,MAS,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/maxalertsystems/MAS,
Max Financial,MI,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/maxfinancialservices/MI,
Max India,MIL16,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/maxindia/MIL16,
Max Ventures an,MVI,http://www.moneycontrol.com/india/stockpricequote/packaging/maxventuresindustries/MVI,
Maxheights,MI56,http://www.moneycontrol.com/india/stockpricequote/infrastructuregeneral/maxheightsinfrastructure/MI56,
Maximaa Systems,MS09,http://www.moneycontrol.com/india/stockpricequote/trading/maximaasystems/MS09,
Maximus Interna,MI28,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/maximusinternational/MI28,
Maxworth Count,MCI02,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/maxworthcountryindia/MCI02,
Maxworth India,MOI01,http://www.moneycontrol.com/india/stockpricequote/foodprocessing/maxworthorchardsindia/MOI01,
Maxworth Intl,MOI,http://www.moneycontrol.com/india/stockpricequote/foodprocessing/maxworthorchardsinternational/MOI,
Maya Agro Prod,MAP,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/mayaagroproducts/MAP,
Maya Rasayan,MR03,http://www.moneycontrol.com/india/stockpricequote/chemicals/mayarasayan/MR03,
Maya Spinners,MS10,http://www.moneycontrol.com/india/stockpricequote/textilesspinningcottonblended/mayaspinners/MS10,
Mayank Hotel,MH02,http://www.moneycontrol.com/india/stockpricequote/hotels/mayankhotel/MH02,
Mayar Finance,MF06,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/mayarfinance/MF06,
Mayukh Dealtrad,MD02,http://www.moneycontrol.com/india/stockpricequote/textilesgeneral/mayukhdealtrade/MD02,
Mayur Floorings,MF07,http://www.moneycontrol.com/india/stockpricequote/ceramicsgranite/mayurfloorings/MF07,
Mayur Leather,MLP,http://www.moneycontrol.com/india/stockpricequote/leatherproducts/mayurleatherproducts/MLP,
Mayur Uniquoter,MU,http://www.moneycontrol.com/india/stockpricequote/plastics/mayuruniquoters/MU,
Mayura Alloys,MAI,http://www.moneycontrol.com/india/stockpricequote/steelmediumsmall/mayuraalloysindustries/MAI,
Mazda,M14,http://www.moneycontrol.com/india/stockpricequote/engineering/mazda/M14,
Mazda Enterpris,MEL,http://www.moneycontrol.com/india/stockpricequote/plastics/mazdaenterprises/MEL,
Mazda Fabric,MFP01,http://www.moneycontrol.com/india/stockpricequote/textilesprocessing/mazdafabricprocessors/MFP01,
Mazda Ind,MIL03,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/mazdaindustriesleasing/MIL03,
Mazda Lease,MIL01,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/mazdaindustriesleasing/MIL01,
Mazda Propertie,MPL04,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/mazdaproperties/MPL04,
Mazda Textile,MTI04,http://www.moneycontrol.com/india/stockpricequote/textilesprocessing/mazdatextileindustries/MTI04,
MB Industries,MBI01,http://www.moneycontrol.com/india/stockpricequote/plastics/mbindustries/MBI01,
MB Parikh Fin,MBP,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/mbparikhfinstocks/MBP,
MBL Infra,MI06,http://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/mblinfrastructures/MI06,
MBM Ltd,MBM,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/mbm/MBM,
MCC Investment,MCC02,http://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/mccinvestmentleasing/MCC02,
McDowell Hold,MDH,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/mcdowellholdings/MDH,
Mcleod,MRI02,http://www.moneycontrol.com/india/stockpricequote/plantationsteacoffee/mcleodrusselindia/MRI02,
Mcnally Bh Engg,MBE,http://www.moneycontrol.com/india/stockpricequote/engineering/mcnallybharatengineering/MBE,
MCS,MCS,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/mcs/MCS,
MCX India,MCE,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/multicommodityexchangeindia/MCE,
Meca Quilts Ltd,MQL,http://www.moneycontrol.com/india/stockpricequote/textileshosieryknitwear/mecaquilts/MQL,
Medi-Caps,MC09,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/medicaps/MC09,
Media Matrix,MM06,http://www.moneycontrol.com/india/stockpricequote/mediaentertainment/mediamatrixworldwide/MM06,
Mediaone Global,MGE,http://www.moneycontrol.com/india/stockpricequote/mediaentertainment/mediaoneglobalentertainment/MGE,
Medicamen Bio,MB,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/medicamenbiotech/MB,
Medicorp Tec,MT08,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/medicorptechnologies/MT08,
Medinova Diag,MDS,http://www.moneycontrol.com/india/stockpricequote/hospitalsmedicalservices/medinovadiagnosticservices/MDS,
Meekan Transmis,MTL04,http://www.moneycontrol.com/india/stockpricequote/electricequipment/meekantransmissions/MTL04,
Meenakshi Ent,ME15,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/meenakshienterprises/ME15,
Meenakshi Steel,MSI10,http://www.moneycontrol.com/india/stockpricequote/steelmediumsmall/meenakshisteelindustries/MSI10,
Meera Industrie,MI40,http://www.moneycontrol.com/india/stockpricequote/textilesprocessing/meeraindustries/MI40,
Mefcom Agro Ind,MAI01,http://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/mefcomagroindustries/MAI01,
Mefcom Capital,MCM,http://www.moneycontrol.com/india/stockpricequote/financegeneral/mefcomcapitalmarkets/MCM,
Mega Channel,MCC03,http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/megachannelcomputers/MCC03,
Mega Corp,MC20,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/megacorporation/MC20,
Mega Fin,MFI01,http://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/megafinindia/MFI01,
Mega Nirman and,MNI,http://www.moneycontrol.com/india/stockpricequote/constructioncontractingcivil/meganirmanindustrieslimited/MNI,
Megasoft,M08,http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/megasoft/M08,
Meghmani Organi,MO04,http://www.moneycontrol.com/india/stockpricequote/pesticidesagrochemicals/meghmaniorganics/MO04,
Meglon Infra,CIC,http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/megloninfrarealindia/CIC,
Megri Soft,MS26,http://www.moneycontrol.com/india/stockpricequote/computerssoftware/megrisoft/MS26,
Mehai Technolog,MT03,http://www.moneycontrol.com/india/stockpricequote/consumergoodselectronic/mehaitechnology/MT03,
Mehar Dairy Ind,MDI02,http://www.moneycontrol.com/india/stockpricequote/foodprocessing/mehardairyindustries/MDI02,
Mehta Caplease,MC16,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/mehtacaplease/MC16,
Mehta Housing,MHF04,http://www.moneycontrol.com/india/stockpricequote/financehousing/mehtahousingfinance/MHF04,
Mehta Integrate,MIF,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/mehtaintegratedfinance/MIF,
Mehta Rubber,MRC,http://www.moneycontrol.com/india/stockpricequote/chemicals/mehtarubberchemicals/MRC,
Mehta Sec,MS20,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/mehtasecurities/MS20,
Mehta Sulfites,MSI03,http://www.moneycontrol.com/india/stockpricequote/chemicals/mehtasulfitesindia/MSI03,
MEK Slotted Ang,MEK,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/mekslottedanglesindia/MEK,
Melstar Info,MI34,http://www.moneycontrol.com/india/stockpricequote/computerssoftwaremediumsmall/melstarinfotech/MI34,
Meltron Semi,MS11,http://www.moneycontrol.com/india/stockpricequote/electricals/meltronsemiconductors/MS11,
Menon Bearings,MB01,http://www.moneycontrol.com/india/stockpricequote/bearings/menonbearings/MB01,
Menon Pistons,MP18,http://www.moneycontrol.com/india/stockpricequote/autoancillaries/menonpistons/MP18,
MEP Infra,MID,http://www.moneycontrol.com/india/stockpricequote/infrastructuregeneral/mepinfrastructuredevelopers/MID,
Mercantile Vent,MV05,http://www.moneycontrol.com/india/stockpricequote/financeleasinghirepurchase/mercantileventures/MV05,
Mercard Ltd,ML09,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/mercard/ML09,
Mercator,ML02,http://www.moneycontrol.com/india/stockpricequote/shipping/mercator/ML02,
Merck,M12,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/merck/M12,
Mercury Fund Ma,MFM,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/mercuryfundmanagementcompany/MFM,
Mercury Labs,ML11,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/mercurylaboratories/ML11,
Mercury Metals,MM01,http://www.moneycontrol.com/india/stockpricequote/trading/mercurymetals/MM01,
Mercury Phyto,MP07,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/mercuryphytochem/MP07,
Mercury Trade,MTL02,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/mercurytradelinks/MTL02,
Merind,M03,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/merind/M03,
Merry Sharefin ,MSL02,http://www.moneycontrol.com/india/stockpricequote/financeinvestments/merrysharefin/MSL02,
Mertinez Entex ,MEI03,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/mertinezentexindustries/MEI03,
Mesco Pharma,MP08,http://www.moneycontrol.com/india/stockpricequote/pharmaceuticals/mescopharmaceuticals/MP08,
Metal Box India,MBI02,http://www.moneycontrol.com/india/stockpricequote/packaging/metalboxindia/MBI02,
Metal Coatings,MCI03,http://www.moneycontrol.com/india/stockpricequote/steelgpgcsheets/metalcoatingsindia/MCI03,
Metalman Ind,MI11,http://www.moneycontrol.com/india/stockpricequote/steeltubespipes/metalmanindustries/MI11,
Metalyst Forgin,AF01,http://www.moneycontrol.com/india/stockpricequote/castingsforgings/metalystforgings/AF01,
Metkore Alloys,GMR02,http://www.moneycontrol.com/india/stockpricequote/steelmediumsmall/metkorealloysindustries/GMR02,
Metlex Ceramics,MCL01,http://www.moneycontrol.com/india/stockpricequote/ceramicsgranite/metlexceramics/MCL01,
Metrochem,MI12,http://www.moneycontrol.com/india/stockpricequote/dyespigments/metrochemindustries/MI12,
Metroglobal,GB05,http://www.moneycontrol.com/india/stockpricequote/paper/metroglobal/GB05,
Metropoli Overs,MOL01,http://www.moneycontrol.com/india/stockpricequote/miscellaneous/metropolioverseas/MOL01,
Mewar Hi-Tech E,MHE,http://www.moneycontrol.com/india/stockpricequote/engineering/mewarhitechengineering/MHE,
Mewar Marbles,MML02,http://www.moneycontrol.com/india/stockpricequote/ceramicsgranite/mewarmarbles/MML02,
Mewar Polytex,MP09,http://www.moneycontrol.com/india/stockpricequote/packaging/mewarpolytex/MP09,
Mewat Zinc,MZ,http://www.moneycontrol.com/india/stockpricequote/miningminerals/mewatzinc/MZ,
Meyer Apparel,G02,http://www.moneycontrol.com/india/stockpricequote/textilesreadymadeapparels/meyerapparel/G02,
MFINNCD1B,MFS04,http://www.moneycontrol.com/india/stockpricequote/financetermlendinginstitutions/muthootfinancesecuredncds1b/MFS04,
MFINNCD1D,MFS05,http://www.moneycontrol.com/india/stockpricequote/financetermlendinginstitutions/muthootfinancesecuredncds1d/MFS05,
