Equity,Sector,Qty,Value,%,Fund_Name,Fund_Code,Time_Stamp
IndusInd Bank,Banking & Financial Services,-,-,4.84,Invesco India Dynamic Equity (G),MLI117,2017-10-05 16:05:07.800000
Tata Steel,Metals & Mining,-,-,4.11,Invesco India Dynamic Equity (G),MLI117,2017-10-05 16:05:07.800000
L&T; Finance,Banking & Financial Services,-,-,3.83,Invesco India Dynamic Equity (G),MLI117,2017-10-05 16:05:07.800000
Bajaj Finance,Banking & Financial Services,-,-,3.80,Invesco India Dynamic Equity (G),MLI117,2017-10-05 16:05:07.800000
Interglobe Avi,Services,-,-,3.71,Invesco India Dynamic Equity (G),MLI117,2017-10-05 16:05:07.800000
IOC,Oil & Gas,-,-,3.21,Invesco India Dynamic Equity (G),MLI117,2017-10-05 16:05:07.800000
Britannia,Food & Beverages,-,-,2.93,Invesco India Dynamic Equity (G),MLI117,2017-10-05 16:05:07.800000
Power Grid Corp,Utilities,-,-,2.92,Invesco India Dynamic Equity (G),MLI117,2017-10-05 16:05:07.800000
IGL,Oil & Gas,-,-,2.91,Invesco India Dynamic Equity (G),MLI117,2017-10-05 16:05:07.800000
CDSL,Banking & Financial Services,-,-,2.21,Invesco India Dynamic Equity (G),MLI117,2017-10-05 16:05:07.800000
Shankara Buildi,Miscellaneous,-,-,2.08,Invesco India Dynamic Equity (G),MLI117,2017-10-05 16:05:07.800000
Axis Bank,Banking & Financial Services,-,-,1.84,Invesco India Dynamic Equity (G),MLI117,2017-10-05 16:05:07.800000
Repco Home,Banking & Financial Services,-,-,1.73,Invesco India Dynamic Equity (G),MLI117,2017-10-05 16:05:07.800000
J. K. Cement,Cement & Construction,-,-,1.54,Invesco India Dynamic Equity (G),MLI117,2017-10-05 16:05:07.800000
HDFC,Banking & Financial Services,"395,599.00",70.29,9.11,Motilal MOSt Focused 25 - DP (G),MMO011,2017-10-05 16:05:20.149000
HDFC Bank,Banking & Financial Services,"390,926.00",69.45,9.00,Motilal MOSt Focused 25 - DP (G),MMO011,2017-10-05 16:05:20.149000
Maruti Suzuki,Automotive,"83,257.00",64.11,8.31,Motilal MOSt Focused 25 - DP (G),MMO011,2017-10-05 16:05:20.149000
Kotak Mahindra,Banking & Financial Services,"606,562.00",59.20,7.68,Motilal MOSt Focused 25 - DP (G),MMO011,2017-10-05 16:05:20.149000
Max Financial,Manufacturing,"915,647.00",55.08,7.14,Motilal MOSt Focused 25 - DP (G),MMO011,2017-10-05 16:05:20.149000
Eicher Motors,Automotive,"12,847.00",40.40,5.24,Motilal MOSt Focused 25 - DP (G),MMO011,2017-10-05 16:05:20.149000
Bajaj Finserv,Banking & Financial Services,"73,331.00",40.35,5.23,Motilal MOSt Focused 25 - DP (G),MMO011,2017-10-05 16:05:20.149000
IOC,Oil & Gas,"844,461.00",38.40,4.98,Motilal MOSt Focused 25 - DP (G),MMO011,2017-10-05 16:05:20.149000
Britannia,Food & Beverages,"89,124.00",37.71,4.89,Motilal MOSt Focused 25 - DP (G),MMO011,2017-10-05 16:05:20.149000
Container Corp,Services,"267,525.00",35.31,4.58,Motilal MOSt Focused 25 - DP (G),MMO011,2017-10-05 16:05:20.149000
ICICI Prudentia,Banking & Financial Services,"807,402.00",34.47,4.47,Motilal MOSt Focused 25 - DP (G),MMO011,2017-10-05 16:05:20.149000
ABB India,Engineering & Capital Goods,"256,363.00",34.36,4.46,Motilal MOSt Focused 25 - DP (G),MMO011,2017-10-05 16:05:20.149000
Interglobe Avi,Services,"240,074.00",29.49,3.82,Motilal MOSt Focused 25 - DP (G),MMO011,2017-10-05 16:05:20.149000
RBL Bank,Banking & Financial Services,"481,829.00",26.24,3.40,Motilal MOSt Focused 25 - DP (G),MMO011,2017-10-05 16:05:20.149000
Bosch,Automotive,"11,833.00",26.02,3.37,Motilal MOSt Focused 25 - DP (G),MMO011,2017-10-05 16:05:20.149000
HPCL,Oil & Gas,"483,136.00",23.59,3.06,Motilal MOSt Focused 25 - DP (G),MMO011,2017-10-05 16:05:20.149000
United Spirits,Food & Beverages,"90,170.00",22.93,2.97,Motilal MOSt Focused 25 - DP (G),MMO011,2017-10-05 16:05:20.149000
Godrej Ind,Consumer Non-durables,"339,635.00",20.80,2.70,Motilal MOSt Focused 25 - DP (G),MMO011,2017-10-05 16:05:20.149000
Havells India,Engineering & Capital Goods,"313,929.00",15.33,1.99,Motilal MOSt Focused 25 - DP (G),MMO011,2017-10-05 16:05:20.149000
Bayer CropScien,Chemicals,"37,960.00",15.17,1.97,Motilal MOSt Focused 25 - DP (G),MMO011,2017-10-05 16:05:20.149000
SBI,Banking & Financial Services,"9,600,000.00",266.64,5.81,Reliance Top 200 - Direct (G),MRC940,2017-10-05 16:05:26.279000
HDFC Bank,Banking & Financial Services,"1,300,111.00",230.96,5.03,Reliance Top 200 - Direct (G),MRC940,2017-10-05 16:05:26.279000
ITC,Tobacco,"7,500,000.00",211.69,4.61,Reliance Top 200 - Direct (G),MRC940,2017-10-05 16:05:26.279000
Infosys,Information Technology,"2,200,000.00",201.29,4.39,Reliance Top 200 - Direct (G),MRC940,2017-10-05 16:05:26.279000
Tata Steel,Metals & Mining,"3,000,000.00",191.42,4.17,Reliance Top 200 - Direct (G),MRC940,2017-10-05 16:05:26.279000
Axis Bank,Banking & Financial Services,"3,600,000.00",180.13,3.93,Reliance Top 200 - Direct (G),MRC940,2017-10-05 16:05:26.279000
ICICI Bank,Banking & Financial Services,"6,000,000.00",178.83,3.90,Reliance Top 200 - Direct (G),MRC940,2017-10-05 16:05:26.279000
IOC,Oil & Gas,"3,199,500.00",145.48,3.17,Reliance Top 200 - Direct (G),MRC940,2017-10-05 16:05:26.279000
ACC,Cement & Construction,"800,000.00",144.02,3.14,Reliance Top 200 - Direct (G),MRC940,2017-10-05 16:05:26.279000
M&M;,Automotive,"1,050,000.00",141.20,3.08,Reliance Top 200 - Direct (G),MRC940,2017-10-05 16:05:26.279000
Larsen,Engineering & Capital Goods,"1,200,000.00",136.36,2.97,Reliance Top 200 - Direct (G),MRC940,2017-10-05 16:05:26.279000
HCL Tech,Information Technology,"1,500,081.00",129.80,2.83,Reliance Top 200 - Direct (G),MRC940,2017-10-05 16:05:26.279000
Zee Entertain,Media & Entertainment,"2,200,000.00",114.29,2.49,Reliance Top 200 - Direct (G),MRC940,2017-10-05 16:05:26.279000
Castrol,Chemicals,"2,850,046.00",110.81,2.41,Reliance Top 200 - Direct (G),MRC940,2017-10-05 16:05:26.279000
Divis Labs,Pharmaceuticals,"1,499,911.00",104.45,2.28,Reliance Top 200 - Direct (G),MRC940,2017-10-05 16:05:26.279000
Petronet LNG,Oil & Gas,"4,500,000.00",102.24,2.23,Reliance Top 200 - Direct (G),MRC940,2017-10-05 16:05:26.279000
Bharat Forge,Manufacturing,"860,064.00",97.00,2.11,Reliance Top 200 - Direct (G),MRC940,2017-10-05 16:05:26.279000
Sun Pharma,Pharmaceuticals,"2,000,000.00",96.23,2.10,Reliance Top 200 - Direct (G),MRC940,2017-10-05 16:05:26.279000
HDFC,Banking & Financial Services,"475,284.00",84.45,1.84,Reliance Top 200 - Direct (G),MRC940,2017-10-05 16:05:26.279000
Dr Reddys Labs,Pharmaceuticals,"405,000.00",81.85,1.78,Reliance Top 200 - Direct (G),MRC940,2017-10-05 16:05:26.279000
Indian Hotels,Services,"6,809,474.00",80.93,1.76,Reliance Top 200 - Direct (G),MRC940,2017-10-05 16:05:26.279000
Cipla,Pharmaceuticals,"1,384,148.00",79.16,1.73,Reliance Top 200 - Direct (G),MRC940,2017-10-05 16:05:26.279000
TVS Motor,Automotive,"1,306,248.00",78.86,1.72,Reliance Top 200 - Direct (G),MRC940,2017-10-05 16:05:26.279000
Max Financial,Manufacturing,"1,300,419.00",78.23,1.70,Reliance Top 200 - Direct (G),MRC940,2017-10-05 16:05:26.279000
Ashok Leyland,Automotive,"7,000,000.00",74.97,1.63,Reliance Top 200 - Direct (G),MRC940,2017-10-05 16:05:26.279000
ABB India,Engineering & Capital Goods,"550,951.00",73.84,1.61,Reliance Top 200 - Direct (G),MRC940,2017-10-05 16:05:26.279000
Reliance,Oil & Gas,"448,977.00",71.59,1.56,Reliance Top 200 - Direct (G),MRC940,2017-10-05 16:05:26.279000
Jubilant Food,Miscellaneous,"500,109.00",69.74,1.52,Reliance Top 200 - Direct (G),MRC940,2017-10-05 16:05:26.279000
Kotak Mahindra,Banking & Financial Services,"700,000.00",68.32,1.49,Reliance Top 200 - Direct (G),MRC940,2017-10-05 16:05:26.279000
Shriram Trans,Banking & Financial Services,"678,000.00",66.78,1.46,Reliance Top 200 - Direct (G),MRC940,2017-10-05 16:05:26.279000
Amara Raja Batt,Automotive,"850,000.00",66.15,1.44,Reliance Top 200 - Direct (G),MRC940,2017-10-05 16:05:26.279000
ICICI Prudentia,Banking & Financial Services,"1,500,000.00",64.04,1.40,Reliance Top 200 - Direct (G),MRC940,2017-10-05 16:05:26.279000
GE T&D; India,Engineering & Capital Goods,"1,484,429.00",60.65,1.32,Reliance Top 200 - Direct (G),MRC940,2017-10-05 16:05:26.279000
NCC,Cement & Construction,"7,000,000.00",59.08,1.29,Reliance Top 200 - Direct (G),MRC940,2017-10-05 16:05:26.279000
Cholamandalam,Banking & Financial Services,"500,046.00",58.15,1.27,Reliance Top 200 - Direct (G),MRC940,2017-10-05 16:05:26.279000
Aurobindo Pharm,Pharmaceuticals,"800,000.00",58.02,1.26,Reliance Top 200 - Direct (G),MRC940,2017-10-05 16:05:26.279000
Bajaj Finance,Banking & Financial Services,"325,000.00",57.91,1.26,Reliance Top 200 - Direct (G),MRC940,2017-10-05 16:05:26.279000
Cummins,Engineering & Capital Goods,"600,113.00",54.77,1.19,Reliance Top 200 - Direct (G),MRC940,2017-10-05 16:05:26.279000
Nestle,Food & Beverages,"61,100.00",43.51,0.95,Reliance Top 200 - Direct (G),MRC940,2017-10-05 16:05:26.279000
Info Edge,Miscellaneous,"450,000.00",43.30,0.94,Reliance Top 200 - Direct (G),MRC940,2017-10-05 16:05:26.279000
NTPC,Utilities,"2,500,000.00",42.19,0.92,Reliance Top 200 - Direct (G),MRC940,2017-10-05 16:05:26.279000
Bharat Elec,Manufacturing,"2,000,000.00",38.00,0.83,Reliance Top 200 - Direct (G),MRC940,2017-10-05 16:05:26.279000
Reliance Comm,Telecommunication,"866,000.00",2.02,0.04,Reliance Top 200 - Direct (G),MRC940,2017-10-05 16:05:26.279000
Karur Vysya,Banking & Financial Services,"65,113.00",0.93,0.02,Reliance Top 200 - Direct (G),MRC940,2017-10-05 16:05:26.279000
HDFC Bank,Banking & Financial Services,"114,000.00",20.25,7.22,IDFC Equity Fund - Direct (G),MAG725,2017-10-05 16:05:40.281000
Infosys,Information Technology,"148,000.00",13.54,4.83,IDFC Equity Fund - Direct (G),MAG725,2017-10-05 16:05:40.281000
ICICI Bank,Banking & Financial Services,"440,000.00",13.11,4.68,IDFC Equity Fund - Direct (G),MAG725,2017-10-05 16:05:40.281000
ITC,Tobacco,"440,000.00",12.42,4.43,IDFC Equity Fund - Direct (G),MAG725,2017-10-05 16:05:40.281000
Larsen,Engineering & Capital Goods,"80,000.00",9.09,3.24,IDFC Equity Fund - Direct (G),MAG725,2017-10-05 16:05:40.281000
Maruti Suzuki,Automotive,"11,800.00",9.09,3.24,IDFC Equity Fund - Direct (G),MAG725,2017-10-05 16:05:40.281000
Avenue Supermar,Retail & Real Estate,"84,000.00",8.73,3.12,IDFC Equity Fund - Direct (G),MAG725,2017-10-05 16:05:40.281000
Reliance,Oil & Gas,"54,000.00",8.61,3.07,IDFC Equity Fund - Direct (G),MAG725,2017-10-05 16:05:40.281000
Bajaj Finance,Banking & Financial Services,"48,000.00",8.55,3.05,IDFC Equity Fund - Direct (G),MAG725,2017-10-05 16:05:40.281000
PNB Housing Fin,Banking & Financial Services,"48,000.00",7.84,2.80,IDFC Equity Fund - Direct (G),MAG725,2017-10-05 16:05:40.281000
HDFC,Banking & Financial Services,"44,000.00",7.82,2.79,IDFC Equity Fund - Direct (G),MAG725,2017-10-05 16:05:40.281000
IndusInd Bank,Banking & Financial Services,"44,000.00",7.29,2.60,IDFC Equity Fund - Direct (G),MAG725,2017-10-05 16:05:40.281000
HUL,Consumer Non-durables,"58,000.00",7.07,2.52,IDFC Equity Fund - Direct (G),MAG725,2017-10-05 16:05:40.281000
Kotak Mahindra,Banking & Financial Services,"68,000.00",6.64,2.37,IDFC Equity Fund - Direct (G),MAG725,2017-10-05 16:05:40.281000
Power Grid Corp,Utilities,"300,000.00",6.58,2.35,IDFC Equity Fund - Direct (G),MAG725,2017-10-05 16:05:40.281000
RBL Bank,Banking & Financial Services,"108,000.00",5.88,2.10,IDFC Equity Fund - Direct (G),MAG725,2017-10-05 16:05:40.281000
BPCL,Oil & Gas,"108,000.00",5.71,2.04,IDFC Equity Fund - Direct (G),MAG725,2017-10-05 16:05:40.281000
Eicher Motors,Automotive,"1,800.00",5.66,2.02,IDFC Equity Fund - Direct (G),MAG725,2017-10-05 16:05:40.281000
IOC,Oil & Gas,"124,000.00",5.64,2.01,IDFC Equity Fund - Direct (G),MAG725,2017-10-05 16:05:40.281000
Hero Motocorp,Automotive,"14,000.00",5.59,2.00,IDFC Equity Fund - Direct (G),MAG725,2017-10-05 16:05:40.281000
M&M;,Automotive,"40,000.00",5.38,1.92,IDFC Equity Fund - Direct (G),MAG725,2017-10-05 16:05:40.281000
Titan Company,Miscellaneous,"80,000.00",4.94,1.76,IDFC Equity Fund - Direct (G),MAG725,2017-10-05 16:05:40.281000
Aurobindo Pharm,Pharmaceuticals,"64,000.00",4.64,1.66,IDFC Equity Fund - Direct (G),MAG725,2017-10-05 16:05:40.281000
Ambuja Cements,Cement & Construction,"140,000.00",3.92,1.40,IDFC Equity Fund - Direct (G),MAG725,2017-10-05 16:05:40.281000
SBI,Banking & Financial Services,"140,000.00",3.89,1.39,IDFC Equity Fund - Direct (G),MAG725,2017-10-05 16:05:40.281000
MRF,Automotive,600.00,3.85,1.37,IDFC Equity Fund - Direct (G),MAG725,2017-10-05 16:05:40.281000
Bharat Elec,Manufacturing,"200,000.00",3.80,1.36,IDFC Equity Fund - Direct (G),MAG725,2017-10-05 16:05:40.281000
Petronet LNG,Oil & Gas,"168,000.00",3.82,1.36,IDFC Equity Fund - Direct (G),MAG725,2017-10-05 16:05:40.281000
Tata Steel,Metals & Mining,"54,000.00",3.45,1.23,IDFC Equity Fund - Direct (G),MAG725,2017-10-05 16:05:40.281000
Britannia,Food & Beverages,"8,000.00",3.38,1.21,IDFC Equity Fund - Direct (G),MAG725,2017-10-05 16:05:40.281000
ICICI Prudentia,Banking & Financial Services,"78,000.00",3.33,1.19,IDFC Equity Fund - Direct (G),MAG725,2017-10-05 16:05:40.281000
Dollar Ind,Manufacturing,"68,000.00",3.24,1.16,IDFC Equity Fund - Direct (G),MAG725,2017-10-05 16:05:40.281000
Shree Cements,Cement & Construction,"1,800.00",3.17,1.13,IDFC Equity Fund - Direct (G),MAG725,2017-10-05 16:05:40.281000
GAIL,Oil & Gas,"80,000.00",3.03,1.08,IDFC Equity Fund - Direct (G),MAG725,2017-10-05 16:05:40.281000
HCL Tech,Information Technology,"34,000.00",2.94,1.05,IDFC Equity Fund - Direct (G),MAG725,2017-10-05 16:05:40.281000
Tech Mahindra,Information Technology,"68,000.00",2.91,1.04,IDFC Equity Fund - Direct (G),MAG725,2017-10-05 16:05:40.281000
Cadila Health,Pharmaceuticals,"58,000.00",2.90,1.03,IDFC Equity Fund - Direct (G),MAG725,2017-10-05 16:05:40.281000
ONGC,Oil & Gas,"184,000.00",2.89,1.03,IDFC Equity Fund - Direct (G),MAG725,2017-10-05 16:05:40.281000
Mirza Intl,Consumer Non-durables,"180,000.00",2.88,1.03,IDFC Equity Fund - Direct (G),MAG725,2017-10-05 16:05:40.281000
CDSL,Banking & Financial Services,"80,000.00",2.71,0.97,IDFC Equity Fund - Direct (G),MAG725,2017-10-05 16:05:40.281000
UltraTechCement,Cement & Construction,"6,800.00",2.72,0.97,IDFC Equity Fund - Direct (G),MAG725,2017-10-05 16:05:40.281000
PSP Projects,Cement & Construction,"80,000.00",2.67,0.95,IDFC Equity Fund - Direct (G),MAG725,2017-10-05 16:05:40.281000
VRL Logistics,Services,"74,000.00",2.52,0.90,IDFC Equity Fund - Direct (G),MAG725,2017-10-05 16:05:40.281000
INEOS Styro,Chemicals,"24,000.00",2.16,0.77,IDFC Equity Fund - Direct (G),MAG725,2017-10-05 16:05:40.281000
Magma Fincorp,Banking & Financial Services,"120,000.00",2.09,0.74,IDFC Equity Fund - Direct (G),MAG725,2017-10-05 16:05:40.281000
Texmaco Rail,Engineering & Capital Goods,"226,000.00",2.02,0.72,IDFC Equity Fund - Direct (G),MAG725,2017-10-05 16:05:40.281000
Nava Bharat Ven,Conglomerates,"160,000.00",1.94,0.69,IDFC Equity Fund - Direct (G),MAG725,2017-10-05 16:05:40.281000
Tata Coffee,Food & Beverages,"120,000.00",1.66,0.59,IDFC Equity Fund - Direct (G),MAG725,2017-10-05 16:05:40.281000
Taj GVK Hotels,Services,"104,000.00",1.60,0.57,IDFC Equity Fund - Direct (G),MAG725,2017-10-05 16:05:40.281000
Deccan Cements,Cement & Construction,"14,000.00",1.55,0.55,IDFC Equity Fund - Direct (G),MAG725,2017-10-05 16:05:40.281000
Indoco Remedies,Pharmaceuticals,"69,800.00",1.35,0.48,IDFC Equity Fund - Direct (G),MAG725,2017-10-05 16:05:40.281000
GIC Housing Fin,Banking & Financial Services,"24,000.00",1.28,0.46,IDFC Equity Fund - Direct (G),MAG725,2017-10-05 16:05:40.281000
HDFC Bank,Banking & Financial Services,"4,960,000.00",881.12,6.53,Kotak Select Focus Fund - Regular (G),MKM311,2017-10-05 16:05:45.120000
Reliance,Oil & Gas,"4,300,000.00",685.64,5.08,Kotak Select Focus Fund - Regular (G),MKM311,2017-10-05 16:05:45.120000
Hero Motocorp,Automotive,"1,458,000.00",582.49,4.32,Kotak Select Focus Fund - Regular (G),MKM311,2017-10-05 16:05:45.120000
ITC,Tobacco,"19,500,000.00",550.39,4.08,Kotak Select Focus Fund - Regular (G),MKM311,2017-10-05 16:05:45.120000
HDFC,Banking & Financial Services,"2,900,000.00",515.30,3.82,Kotak Select Focus Fund - Regular (G),MKM311,2017-10-05 16:05:45.120000
SBI,Banking & Financial Services,"18,000,000.00",499.95,3.71,Kotak Select Focus Fund - Regular (G),MKM311,2017-10-05 16:05:45.120000
IndusInd Bank,Banking & Financial Services,"2,800,000.00",463.89,3.44,Kotak Select Focus Fund - Regular (G),MKM311,2017-10-05 16:05:45.120000
ICICI Bank,Banking & Financial Services,"14,750,000.00",439.62,3.26,Kotak Select Focus Fund - Regular (G),MKM311,2017-10-05 16:05:45.120000
Maruti Suzuki,Automotive,"550,000.00",423.52,3.14,Kotak Select Focus Fund - Regular (G),MKM311,2017-10-05 16:05:45.120000
Larsen,Engineering & Capital Goods,"3,400,000.00",386.34,2.86,Kotak Select Focus Fund - Regular (G),MKM311,2017-10-05 16:05:45.120000
UltraTechCement,Cement & Construction,"900,000.00",360.04,2.67,Kotak Select Focus Fund - Regular (G),MKM311,2017-10-05 16:05:45.120000
HPCL,Oil & Gas,"6,750,000.00",329.64,2.44,Kotak Select Focus Fund - Regular (G),MKM311,2017-10-05 16:05:45.120000
GAIL,Oil & Gas,"8,600,000.00",325.34,2.41,Kotak Select Focus Fund - Regular (G),MKM311,2017-10-05 16:05:45.120000
Shree Cements,Cement & Construction,"175,000.00",307.84,2.28,Kotak Select Focus Fund - Regular (G),MKM311,2017-10-05 16:05:45.120000
Ramco Cements,Cement & Construction,"4,205,615.00",290.52,2.15,Kotak Select Focus Fund - Regular (G),MKM311,2017-10-05 16:05:45.120000
Bajaj Finance,Banking & Financial Services,"1,625,000.00",289.56,2.15,Kotak Select Focus Fund - Regular (G),MKM311,2017-10-05 16:05:45.120000
RBL Bank,Banking & Financial Services,"5,170,837.00",281.60,2.09,Kotak Select Focus Fund - Regular (G),MKM311,2017-10-05 16:05:45.120000
Bharat Elec,Manufacturing,"14,500,000.00",275.50,2.04,Kotak Select Focus Fund - Regular (G),MKM311,2017-10-05 16:05:45.120000
IGL,Oil & Gas,"2,100,000.00",267.88,1.99,Kotak Select Focus Fund - Regular (G),MKM311,2017-10-05 16:05:45.120000
Britannia,Food & Beverages,"550,000.00",232.70,1.72,Kotak Select Focus Fund - Regular (G),MKM311,2017-10-05 16:05:45.120000
Petronet LNG,Oil & Gas,"10,150,000.00",230.61,1.71,Kotak Select Focus Fund - Regular (G),MKM311,2017-10-05 16:05:45.120000
M&M;,Automotive,"1,700,000.00",228.62,1.69,Kotak Select Focus Fund - Regular (G),MKM311,2017-10-05 16:05:45.120000
Axis Bank,Banking & Financial Services,"4,450,000.00",222.66,1.65,Kotak Select Focus Fund - Regular (G),MKM311,2017-10-05 16:05:45.120000
Infosys,Information Technology,"2,100,000.00",192.14,1.42,Kotak Select Focus Fund - Regular (G),MKM311,2017-10-05 16:05:45.120000
Max Financial,Manufacturing,"3,117,954.00",187.56,1.39,Kotak Select Focus Fund - Regular (G),MKM311,2017-10-05 16:05:45.120000
Arvind,Manufacturing,"5,000,000.00",185.35,1.37,Kotak Select Focus Fund - Regular (G),MKM311,2017-10-05 16:05:45.120000
ICICI Prudentia,Banking & Financial Services,"3,968,000.00",169.39,1.26,Kotak Select Focus Fund - Regular (G),MKM311,2017-10-05 16:05:45.120000
BPCL,Oil & Gas,"3,100,000.00",163.99,1.22,Kotak Select Focus Fund - Regular (G),MKM311,2017-10-05 16:05:45.120000
Bajaj Finserv,Banking & Financial Services,"293,500.00",161.51,1.20,Kotak Select Focus Fund - Regular (G),MKM311,2017-10-05 16:05:45.120000
BEML,Engineering & Capital Goods,"800,000.00",141.07,1.05,Kotak Select Focus Fund - Regular (G),MKM311,2017-10-05 16:05:45.120000
MRF,Automotive,"22,000.00",141.00,1.05,Kotak Select Focus Fund - Regular (G),MKM311,2017-10-05 16:05:45.120000
Cadila Health,Pharmaceuticals,"2,400,000.00",120.00,0.89,Kotak Select Focus Fund - Regular (G),MKM311,2017-10-05 16:05:45.120000
Godrej Consumer,Consumer Non-durables,"1,260,000.00",117.09,0.87,Kotak Select Focus Fund - Regular (G),MKM311,2017-10-05 16:05:45.120000
Federal Bank,Banking & Financial Services,"10,000,000.00",108.35,0.80,Kotak Select Focus Fund - Regular (G),MKM311,2017-10-05 16:05:45.120000
Bayer CropScien,Chemicals,"265,370.00",106.08,0.79,Kotak Select Focus Fund - Regular (G),MKM311,2017-10-05 16:05:45.120000
Equitas Holding,Banking & Financial Services,"6,113,110.00",107.13,0.79,Kotak Select Focus Fund - Regular (G),MKM311,2017-10-05 16:05:45.120000
Tata Motors,Automotive,"2,800,000.00",105.43,0.78,Kotak Select Focus Fund - Regular (G),MKM311,2017-10-05 16:05:45.120000
HCL Tech,Information Technology,"1,058,637.00",91.60,0.68,Kotak Select Focus Fund - Regular (G),MKM311,2017-10-05 16:05:45.120000
Container Corp,Services,"687,500.00",90.74,0.67,Kotak Select Focus Fund - Regular (G),MKM311,2017-10-05 16:05:45.120000
Ashok Leyland,Automotive,"8,070,000.00",86.43,0.64,Kotak Select Focus Fund - Regular (G),MKM311,2017-10-05 16:05:45.120000
KEC Intl,Engineering & Capital Goods,"2,600,000.00",81.28,0.60,Kotak Select Focus Fund - Regular (G),MKM311,2017-10-05 16:05:45.120000
JK Lakshmi Cem,Cement & Construction,"1,586,347.00",67.51,0.50,Kotak Select Focus Fund - Regular (G),MKM311,2017-10-05 16:05:45.120000
Bata India,Consumer Non-durables,"1,000,000.00",68.09,0.50,Kotak Select Focus Fund - Regular (G),MKM311,2017-10-05 16:05:45.120000
Lupin,Pharmaceuticals,"675,000.00",66.11,0.49,Kotak Select Focus Fund - Regular (G),MKM311,2017-10-05 16:05:45.120000
Sun Pharma,Pharmaceuticals,"1,350,000.00",64.96,0.48,Kotak Select Focus Fund - Regular (G),MKM311,2017-10-05 16:05:45.120000
Laurus Labs,Pharmaceuticals,"1,222,000.00",64.44,0.48,Kotak Select Focus Fund - Regular (G),MKM311,2017-10-05 16:05:45.120000
Techno Electric,Engineering & Capital Goods,"1,750,000.00",63.74,0.47,Kotak Select Focus Fund - Regular (G),MKM311,2017-10-05 16:05:45.120000
Solar Ind,Chemicals,"657,319.00",58.10,0.43,Kotak Select Focus Fund - Regular (G),MKM311,2017-10-05 16:05:45.120000
AIA Engineering,Engineering & Capital Goods,"389,000.00",51.00,0.38,Kotak Select Focus Fund - Regular (G),MKM311,2017-10-05 16:05:45.120000
Bank of Baroda,Banking & Financial Services,"2,528,000.00",34.85,0.26,Kotak Select Focus Fund - Regular (G),MKM311,2017-10-05 16:05:45.120000
Whirlpool,Consumer Durables,"280,000.00",33.10,0.25,Kotak Select Focus Fund - Regular (G),MKM311,2017-10-05 16:05:45.120000
Max Financial,Manufacturing,"2,260,000.00",31.58,0.23,Kotak Select Focus Fund - Regular (G),MKM311,2017-10-05 16:05:45.120000
Avenue Supermar,Retail & Real Estate,"300,000.00",31.19,0.23,Kotak Select Focus Fund - Regular (G),MKM311,2017-10-05 16:05:45.120000
Navkar Corp,Services,"1,308,000.00",25.86,0.19,Kotak Select Focus Fund - Regular (G),MKM311,2017-10-05 16:05:45.120000
Kirloskar Ind,Engineering & Capital Goods,"444,296.00",16.51,0.12,Kotak Select Focus Fund - Regular (G),MKM311,2017-10-05 16:05:45.120000
HDFC Bank,Banking & Financial Services,"5,916,711.00","1,051.07",7.33,ICICI Pru Focused Bluechip Eqty-IO ,MPI394,2017-10-05 16:05:49.761000
ICICI Bank,Banking & Financial Services,"32,878,596.00",979.95,6.84,ICICI Pru Focused Bluechip Eqty-IO ,MPI394,2017-10-05 16:05:49.761000
ITC,Tobacco,"20,848,788.00",588.46,4.10,ICICI Pru Focused Bluechip Eqty-IO ,MPI394,2017-10-05 16:05:49.761000
Maruti Suzuki,Automotive,"755,298.00",581.60,4.06,ICICI Pru Focused Bluechip Eqty-IO ,MPI394,2017-10-05 16:05:49.761000
Bajaj Finserv,Banking & Financial Services,"1,000,000.00",550.29,3.84,ICICI Pru Focused Bluechip Eqty-IO ,MPI394,2017-10-05 16:05:49.761000
SBI,Banking & Financial Services,"19,500,000.00",541.61,3.78,ICICI Pru Focused Bluechip Eqty-IO ,MPI394,2017-10-05 16:05:49.761000
Axis Bank,Banking & Financial Services,"10,146,739.00",507.69,3.54,ICICI Pru Focused Bluechip Eqty-IO ,MPI394,2017-10-05 16:05:49.761000
Motherson Sumi,Automotive,"15,124,314.00",465.98,3.25,ICICI Pru Focused Bluechip Eqty-IO ,MPI394,2017-10-05 16:05:49.761000
NTPC,Utilities,"27,124,567.00",457.73,3.19,ICICI Pru Focused Bluechip Eqty-IO ,MPI394,2017-10-05 16:05:49.761000
HDFC,Banking & Financial Services,"2,545,386.00",452.29,3.15,ICICI Pru Focused Bluechip Eqty-IO ,MPI394,2017-10-05 16:05:49.761000
Infosys,Information Technology,"4,736,758.00",433.39,3.02,ICICI Pru Focused Bluechip Eqty-IO ,MPI394,2017-10-05 16:05:49.761000
Larsen,Engineering & Capital Goods,"3,682,414.00",418.43,2.92,ICICI Pru Focused Bluechip Eqty-IO ,MPI394,2017-10-05 16:05:49.761000
IndusInd Bank,Banking & Financial Services,"2,427,799.00",402.23,2.81,ICICI Pru Focused Bluechip Eqty-IO ,MPI394,2017-10-05 16:05:49.761000
IOC,Oil & Gas,"8,000,000.00",363.76,2.54,ICICI Pru Focused Bluechip Eqty-IO ,MPI394,2017-10-05 16:05:49.761000
Cipla,Pharmaceuticals,"6,226,090.00",356.07,2.48,ICICI Pru Focused Bluechip Eqty-IO ,MPI394,2017-10-05 16:05:49.761000
