Equity,Sector,Qty,Value,%,Fund_Name,Fund_Code,Time_Stamp
Ramco Cements,Cement & Construction,"57,350.00",3.97,1.37,Kotak 50 - Direct Plan (G),MKM514,2017-11-01 16:28:16.675000
IGL,Oil & Gas,"26,585.00",3.91,1.35,Kotak 50 - Direct Plan (G),MKM514,2017-11-01 16:28:16.675000
Kajaria Ceramic,Cement & Construction,"53,161.00",3.77,1.30,Kotak 50 - Direct Plan (G),MKM514,2017-11-01 16:28:16.675000
RBL Bank,Banking & Financial Services,"74,328.00",3.77,1.30,Kotak 50 - Direct Plan (G),MKM514,2017-11-01 16:28:16.675000
Solar Ind,Chemicals,"41,302.00",3.74,1.29,Kotak 50 - Direct Plan (G),MKM514,2017-11-01 16:28:16.675000
Bharat Elec,Manufacturing,"215,429.00",3.51,1.21,Kotak 50 - Direct Plan (G),MKM514,2017-11-01 16:28:16.675000
ICICI Lombard ,Conglomerates,"51,135.00",3.48,1.20,Kotak 50 - Direct Plan (G),MKM514,2017-11-01 16:28:16.675000
Schaeffler Ind,Engineering & Capital Goods,"6,994.00",3.42,1.18,Kotak 50 - Direct Plan (G),MKM514,2017-11-01 16:28:16.675000
Yes Bank,Banking & Financial Services,"95,236.00",3.33,1.15,Kotak 50 - Direct Plan (G),MKM514,2017-11-01 16:28:16.675000
Persistent,Information Technology,"48,034.00",3.22,1.11,Kotak 50 - Direct Plan (G),MKM514,2017-11-01 16:28:16.675000
ICICI Prudentia,Banking & Financial Services,"82,750.00",3.22,1.11,Kotak 50 - Direct Plan (G),MKM514,2017-11-01 16:28:16.675000
Petronet LNG,Oil & Gas,"132,890.00",3.07,1.06,Kotak 50 - Direct Plan (G),MKM514,2017-11-01 16:28:16.675000
Tech Mahindra,Information Technology,"65,839.00",3.01,1.04,Kotak 50 - Direct Plan (G),MKM514,2017-11-01 16:28:16.675000
Bata India,Consumer Non-durables,"43,271.00",2.99,1.03,Kotak 50 - Direct Plan (G),MKM514,2017-11-01 16:28:16.675000
Bayer CropScien,Chemicals,"7,358.00",2.87,0.99,Kotak 50 - Direct Plan (G),MKM514,2017-11-01 16:28:16.675000
TCS,Information Technology,"11,661.00",2.84,0.98,Kotak 50 - Direct Plan (G),MKM514,2017-11-01 16:28:16.675000
Sanofi India,Pharmaceuticals,"6,525.00",2.72,0.94,Kotak 50 - Direct Plan (G),MKM514,2017-11-01 16:28:16.675000
Laurus Labs,Pharmaceuticals,"53,724.00",2.72,0.94,Kotak 50 - Direct Plan (G),MKM514,2017-11-01 16:28:16.675000
Strides Shasun,Pharmaceuticals,"29,787.00",2.64,0.91,Kotak 50 - Direct Plan (G),MKM514,2017-11-01 16:28:16.675000
Dr Lal PathLab,Pharmaceuticals,"31,985.00",2.55,0.88,Kotak 50 - Direct Plan (G),MKM514,2017-11-01 16:28:16.675000
Natco Pharma,Pharmaceuticals,"32,040.00",2.52,0.87,Kotak 50 - Direct Plan (G),MKM514,2017-11-01 16:28:16.675000
Dalmia Sugar,Food & Beverages,"164,688.00",2.46,0.85,Kotak 50 - Direct Plan (G),MKM514,2017-11-01 16:28:16.675000
BEML,Engineering & Capital Goods,"14,804.00",2.35,0.81,Kotak 50 - Direct Plan (G),MKM514,2017-11-01 16:28:16.675000
NTPC,Utilities,"119,437.00",2.00,0.69,Kotak 50 - Direct Plan (G),MKM514,2017-11-01 16:28:16.675000
Castrol,Chemicals,"50,395.00",1.80,0.62,Kotak 50 - Direct Plan (G),MKM514,2017-11-01 16:28:16.675000
Supreme Ind,Manufacturing,"15,563.00",1.71,0.59,Kotak 50 - Direct Plan (G),MKM514,2017-11-01 16:28:16.675000
Bajaj Auto,Automotive,"5,313.00",1.65,0.57,Kotak 50 - Direct Plan (G),MKM514,2017-11-01 16:28:16.675000
Nestle,Food & Beverages,"2,129.00",1.54,0.53,Kotak 50 - Direct Plan (G),MKM514,2017-11-01 16:28:16.675000
GE Power India,Engineering & Capital Goods,"21,352.00",1.45,0.50,Kotak 50 - Direct Plan (G),MKM514,2017-11-01 16:28:16.675000
UltraTechCement,Cement & Construction,"3,159.00",1.22,0.42,Kotak 50 - Direct Plan (G),MKM514,2017-11-01 16:28:16.675000
HDFC Bank,Banking & Financial Services,"142,105.00",25.66,8.39,DHFL Pramerica LCF -RP (G),MDE001,2017-11-01 16:28:28.769000
Maruti Suzuki,Automotive,"21,084.00",16.82,5.50,DHFL Pramerica LCF -RP (G),MDE001,2017-11-01 16:28:28.769000
ITC,Tobacco,"641,755.00",16.58,5.42,DHFL Pramerica LCF -RP (G),MDE001,2017-11-01 16:28:28.769000
HDFC,Banking & Financial Services,"88,128.00",15.35,5.02,DHFL Pramerica LCF -RP (G),MDE001,2017-11-01 16:28:28.769000
Kotak Mahindra,Banking & Financial Services,"142,201.00",14.25,4.66,DHFL Pramerica LCF -RP (G),MDE001,2017-11-01 16:28:28.769000
IndusInd Bank,Banking & Financial Services,"81,632.00",13.73,4.49,DHFL Pramerica LCF -RP (G),MDE001,2017-11-01 16:28:28.769000
ICICI Bank,Banking & Financial Services,"489,831.00",13.55,4.43,DHFL Pramerica LCF -RP (G),MDE001,2017-11-01 16:28:28.769000
Reliance,Oil & Gas,"151,960.00",11.87,3.88,DHFL Pramerica LCF -RP (G),MDE001,2017-11-01 16:28:28.769000
Infosys,Information Technology,"128,467.00",11.56,3.78,DHFL Pramerica LCF -RP (G),MDE001,2017-11-01 16:28:28.769000
Larsen,Engineering & Capital Goods,"93,462.00",10.67,3.49,DHFL Pramerica LCF -RP (G),MDE001,2017-11-01 16:28:28.769000
SBI,Banking & Financial Services,"357,827.00",9.08,2.97,DHFL Pramerica LCF -RP (G),MDE001,2017-11-01 16:28:28.769000
Power Grid Corp,Utilities,"284,098.00",5.99,1.96,DHFL Pramerica LCF -RP (G),MDE001,2017-11-01 16:28:28.769000
Hind Zinc,Metals & Mining,"201,551.00",5.96,1.95,DHFL Pramerica LCF -RP (G),MDE001,2017-11-01 16:28:28.769000
Eicher Motors,Automotive,"1,832.00",5.72,1.87,DHFL Pramerica LCF -RP (G),MDE001,2017-11-01 16:28:28.769000
Sun Pharma,Pharmaceuticals,"109,999.00",5.54,1.81,DHFL Pramerica LCF -RP (G),MDE001,2017-11-01 16:28:28.769000
UltraTechCement,Cement & Construction,"13,728.00",5.29,1.73,DHFL Pramerica LCF -RP (G),MDE001,2017-11-01 16:28:28.770000
Yes Bank,Banking & Financial Services,"151,172.00",5.29,1.73,DHFL Pramerica LCF -RP (G),MDE001,2017-11-01 16:28:28.770000
TCS,Information Technology,"20,591.00",5.02,1.64,DHFL Pramerica LCF -RP (G),MDE001,2017-11-01 16:28:28.770000
M&M;,Automotive,"36,576.00",4.59,1.50,DHFL Pramerica LCF -RP (G),MDE001,2017-11-01 16:28:28.770000
HCL Tech,Information Technology,"52,092.00",4.56,1.49,DHFL Pramerica LCF -RP (G),MDE001,2017-11-01 16:28:28.770000
Tata Steel,Metals & Mining,"68,897.00",4.50,1.47,DHFL Pramerica LCF -RP (G),MDE001,2017-11-01 16:28:28.770000
Zee Entertain,Media & Entertainment,"77,621.00",4.04,1.32,DHFL Pramerica LCF -RP (G),MDE001,2017-11-01 16:28:28.770000
TVS Motor,Automotive,"59,581.00",3.91,1.28,DHFL Pramerica LCF -RP (G),MDE001,2017-11-01 16:28:28.770000
Bosch,Automotive,"1,876.00",3.85,1.26,DHFL Pramerica LCF -RP (G),MDE001,2017-11-01 16:28:28.770000
MRF,Automotive,597.00,3.76,1.23,DHFL Pramerica LCF -RP (G),MDE001,2017-11-01 16:28:28.770000
Bharti Airtel,Telecommunication,"91,882.00",3.58,1.17,DHFL Pramerica LCF -RP (G),MDE001,2017-11-01 16:28:28.770000
Shriram Trans,Banking & Financial Services,"33,937.00",3.58,1.17,DHFL Pramerica LCF -RP (G),MDE001,2017-11-01 16:28:28.770000
Bharat Elec,Manufacturing,"201,013.00",3.27,1.07,DHFL Pramerica LCF -RP (G),MDE001,2017-11-01 16:28:28.770000
Coal India,Metals & Mining,"119,694.00",3.24,1.06,DHFL Pramerica LCF -RP (G),MDE001,2017-11-01 16:28:28.770000
Britannia,Food & Beverages,"7,322.00",3.18,1.04,DHFL Pramerica LCF -RP (G),MDE001,2017-11-01 16:28:28.770000
Berger Paints,Chemicals,"129,773.00",3.18,1.04,DHFL Pramerica LCF -RP (G),MDE001,2017-11-01 16:28:28.770000
Container Corp,Services,"22,938.00",3.09,1.01,DHFL Pramerica LCF -RP (G),MDE001,2017-11-01 16:28:28.770000
Hindalco,Metals & Mining,"128,387.00",3.09,1.01,DHFL Pramerica LCF -RP (G),MDE001,2017-11-01 16:28:28.770000
Cummins,Engineering & Capital Goods,"32,094.00",2.97,0.97,DHFL Pramerica LCF -RP (G),MDE001,2017-11-01 16:28:28.770000
Hero Motocorp,Automotive,"7,779.00",2.94,0.96,DHFL Pramerica LCF -RP (G),MDE001,2017-11-01 16:28:28.770000
IOC,Oil & Gas,"73,310.00",2.94,0.96,DHFL Pramerica LCF -RP (G),MDE001,2017-11-01 16:28:28.770000
BPCL,Oil & Gas,"61,648.00",2.91,0.95,DHFL Pramerica LCF -RP (G),MDE001,2017-11-01 16:28:28.770000
Petronet LNG,Oil & Gas,"123,024.00",2.84,0.93,DHFL Pramerica LCF -RP (G),MDE001,2017-11-01 16:28:28.770000
Bajaj Finance,Banking & Financial Services,"14,643.00",2.69,0.88,DHFL Pramerica LCF -RP (G),MDE001,2017-11-01 16:28:28.770000
Grasim,Conglomerates,"22,926.00",2.60,0.85,DHFL Pramerica LCF -RP (G),MDE001,2017-11-01 16:28:28.770000
LIC Housing Fin,Banking & Financial Services,"40,463.00",2.54,0.83,DHFL Pramerica LCF -RP (G),MDE001,2017-11-01 16:28:28.770000
Godrej Consumer,Consumer Non-durables,"27,618.00",2.54,0.83,DHFL Pramerica LCF -RP (G),MDE001,2017-11-01 16:28:28.770000
Lupin,Pharmaceuticals,"24,733.00",2.51,0.82,DHFL Pramerica LCF -RP (G),MDE001,2017-11-01 16:28:28.770000
Bajaj Finserv,Banking & Financial Services,"4,569.00",2.36,0.77,DHFL Pramerica LCF -RP (G),MDE001,2017-11-01 16:28:28.770000
NTPC,Utilities,"136,984.00",2.29,0.75,DHFL Pramerica LCF -RP (G),MDE001,2017-11-01 16:28:28.770000
ONGC,Oil & Gas,"100,187.00",1.71,0.56,DHFL Pramerica LCF -RP (G),MDE001,2017-11-01 16:28:28.770000
HUL,Consumer Non-durables,"13,808.00",1.62,0.53,DHFL Pramerica LCF -RP (G),MDE001,2017-11-01 16:28:28.770000
Vedanta,Metals & Mining,"45,742.00",1.44,0.47,DHFL Pramerica LCF -RP (G),MDE001,2017-11-01 16:28:28.770000
RBL Bank,Banking & Financial Services,"27,752.00",1.41,0.46,DHFL Pramerica LCF -RP (G),MDE001,2017-11-01 16:28:28.770000
Axis Bank,Banking & Financial Services,"22,826.00",1.16,0.38,DHFL Pramerica LCF -RP (G),MDE001,2017-11-01 16:28:28.770000
GAIL,Oil & Gas,"17,516.00",0.73,0.24,DHFL Pramerica LCF -RP (G),MDE001,2017-11-01 16:28:28.770000
ICICI Prudentia,Banking & Financial Services,"13,373.00",0.52,0.17,DHFL Pramerica LCF -RP (G),MDE001,2017-11-01 16:28:28.770000
Aegis Logistics,Services,"4,871.00",0.11,8.45,Escorts Leading Sectors -Direct (G),MES049,2017-11-01 16:28:39.097000
Bharat Elec,Manufacturing,"6,508.00",0.11,7.79,Escorts Leading Sectors -Direct (G),MES049,2017-11-01 16:28:39.097000
Thomas Cook,Miscellaneous,"3,254.00",0.08,5.89,Escorts Leading Sectors -Direct (G),MES049,2017-11-01 16:28:39.097000
Larsen,Engineering & Capital Goods,666.00,0.08,5.59,Escorts Leading Sectors -Direct (G),MES049,2017-11-01 16:28:39.097000
Max Financial,Manufacturing,"1,183.00",0.07,5.14,Escorts Leading Sectors -Direct (G),MES049,2017-11-01 16:28:39.097000
HDFC Bank,Banking & Financial Services,386.00,0.07,5.13,Escorts Leading Sectors -Direct (G),MES049,2017-11-01 16:28:39.097000
Relaxo Footwear,Consumer Non-durables,"1,288.00",0.07,4.97,Escorts Leading Sectors -Direct (G),MES049,2017-11-01 16:28:39.097000
Sundram,Manufacturing,"1,481.00",0.07,4.79,Escorts Leading Sectors -Direct (G),MES049,2017-11-01 16:28:39.097000
Tata Global Bev,Food & Beverages,"2,961.00",0.06,4.48,Escorts Leading Sectors -Direct (G),MES049,2017-11-01 16:28:39.097000
Adani Ports,Engineering & Capital Goods,"1,184.00",0.04,3.28,Escorts Leading Sectors -Direct (G),MES049,2017-11-01 16:28:39.097000
UPL,Chemicals,473.00,0.04,2.71,Escorts Leading Sectors -Direct (G),MES049,2017-11-01 16:28:39.097000
IGL,Oil & Gas,237.00,0.03,2.56,Escorts Leading Sectors -Direct (G),MES049,2017-11-01 16:28:39.097000
Tata Power,Utilities,"4,440.00",0.03,2.54,Escorts Leading Sectors -Direct (G),MES049,2017-11-01 16:28:39.097000
Kotak Mahindra,Banking & Financial Services,341.00,0.03,2.51,Escorts Leading Sectors -Direct (G),MES049,2017-11-01 16:28:39.097000
ICICI Bank,Banking & Financial Services,"1,141.00",0.03,2.32,Escorts Leading Sectors -Direct (G),MES049,2017-11-01 16:28:39.097000
Bajaj Electric,Consumer Durables,886.00,0.03,2.30,Escorts Leading Sectors -Direct (G),MES049,2017-11-01 16:28:39.097000
Astral Poly Tec,Manufacturing,296.00,0.02,1.61,Escorts Leading Sectors -Direct (G),MES049,2017-11-01 16:28:39.097000
KEC Intl,Engineering & Capital Goods,594.00,0.02,1.34,Escorts Leading Sectors -Direct (G),MES049,2017-11-01 16:28:39.097000
HDFC,Banking & Financial Services,89.00,0.02,1.14,Escorts Leading Sectors -Direct (G),MES049,2017-11-01 16:28:39.097000
Wonderla,Miscellaneous,342.00,0.01,0.87,Escorts Leading Sectors -Direct (G),MES049,2017-11-01 16:28:39.097000
GE T&D; India,Engineering & Capital Goods,237.00,0.01,0.68,Escorts Leading Sectors -Direct (G),MES049,2017-11-01 16:28:39.097000
ITC,Tobacco,295.00,0.01,0.56,Escorts Leading Sectors -Direct (G),MES049,2017-11-01 16:28:39.097000
Aegis Logistics,Services,"11,639.00",0.27,8.45,Escorts Leading Sectors (G),MES031,2017-11-01 16:28:44.467000
Bharat Elec,Manufacturing,"15,551.00",0.25,7.79,Escorts Leading Sectors (G),MES031,2017-11-01 16:28:44.467000
Thomas Cook,Miscellaneous,"7,775.00",0.19,5.89,Escorts Leading Sectors (G),MES031,2017-11-01 16:28:44.467000
Larsen,Engineering & Capital Goods,"1,591.00",0.18,5.59,Escorts Leading Sectors (G),MES031,2017-11-01 16:28:44.467000
Max Financial,Manufacturing,"2,827.00",0.17,5.14,Escorts Leading Sectors (G),MES031,2017-11-01 16:28:44.467000
HDFC Bank,Banking & Financial Services,923.00,0.17,5.13,Escorts Leading Sectors (G),MES031,2017-11-01 16:28:44.467000
Relaxo Footwear,Consumer Non-durables,"3,077.00",0.16,4.97,Escorts Leading Sectors (G),MES031,2017-11-01 16:28:44.467000
Sundram,Manufacturing,"3,539.00",0.16,4.79,Escorts Leading Sectors (G),MES031,2017-11-01 16:28:44.467000
Tata Global Bev,Food & Beverages,"7,075.00",0.15,4.48,Escorts Leading Sectors (G),MES031,2017-11-01 16:28:44.467000
Adani Ports,Engineering & Capital Goods,"2,829.00",0.11,3.28,Escorts Leading Sectors (G),MES031,2017-11-01 16:28:44.467000
UPL,Chemicals,"1,131.00",0.09,2.71,Escorts Leading Sectors (G),MES031,2017-11-01 16:28:44.467000
IGL,Oil & Gas,565.00,0.08,2.56,Escorts Leading Sectors (G),MES031,2017-11-01 16:28:44.467000
Tata Power,Utilities,"10,611.00",0.08,2.54,Escorts Leading Sectors (G),MES031,2017-11-01 16:28:44.467000
Kotak Mahindra,Banking & Financial Services,814.00,0.08,2.51,Escorts Leading Sectors (G),MES031,2017-11-01 16:28:44.467000
ICICI Bank,Banking & Financial Services,"2,726.00",0.08,2.32,Escorts Leading Sectors (G),MES031,2017-11-01 16:28:44.467000
Bajaj Electric,Consumer Durables,"2,117.00",0.07,2.30,Escorts Leading Sectors (G),MES031,2017-11-01 16:28:44.467000
Astral Poly Tec,Manufacturing,708.00,0.05,1.61,Escorts Leading Sectors (G),MES031,2017-11-01 16:28:44.467000
KEC Intl,Engineering & Capital Goods,"1,419.00",0.04,1.34,Escorts Leading Sectors (G),MES031,2017-11-01 16:28:44.467000
HDFC,Banking & Financial Services,213.00,0.04,1.14,Escorts Leading Sectors (G),MES031,2017-11-01 16:28:44.467000
Wonderla,Miscellaneous,818.00,0.03,0.87,Escorts Leading Sectors (G),MES031,2017-11-01 16:28:44.467000
GE T&D; India,Engineering & Capital Goods,567.00,0.02,0.68,Escorts Leading Sectors (G),MES031,2017-11-01 16:28:44.467000
ITC,Tobacco,705.00,0.02,0.56,Escorts Leading Sectors (G),MES031,2017-11-01 16:28:44.467000
HDFC Bank,Banking & Financial Services,"5,262,175.00",948.80,6.68,ABSL Frontline Equity (G),MAC031,2017-11-01 16:28:59.141000
ICICI Bank,Banking & Financial Services,"26,412,071.00",731.48,5.15,ABSL Frontline Equity (G),MAC031,2017-11-01 16:28:59.141000
Infosys,Information Technology,"7,174,862.00",644.84,4.54,ABSL Frontline Equity (G),MAC031,2017-11-01 16:28:59.141000
ITC,Tobacco,"22,989,660.00",593.71,4.18,ABSL Frontline Equity (G),MAC031,2017-11-01 16:28:59.141000
Maruti Suzuki,Automotive,"550,459.00",438.89,3.09,ABSL Frontline Equity (G),MAC031,2017-11-01 16:28:59.141000
Bajaj Finance,Banking & Financial Services,"1,989,324.00",365.03,2.57,ABSL Frontline Equity (G),MAC031,2017-11-01 16:28:59.141000
IndusInd Bank,Banking & Financial Services,"2,131,736.00",357.93,2.52,ABSL Frontline Equity (G),MAC031,2017-11-01 16:28:59.141000
Hindalco,Metals & Mining,"13,920,413.00",335.20,2.36,ABSL Frontline Equity (G),MAC031,2017-11-01 16:28:59.141000
Kotak Mahindra,Banking & Financial Services,"3,317,325.00",332.36,2.34,ABSL Frontline Equity (G),MAC031,2017-11-01 16:28:59.141000
Yes Bank,Banking & Financial Services,"9,009,103.00",315.32,2.22,ABSL Frontline Equity (G),MAC031,2017-11-01 16:28:59.141000
Vedanta,Metals & Mining,"9,681,661.00",303.96,2.14,ABSL Frontline Equity (G),MAC031,2017-11-01 16:28:59.141000
HDFC,Banking & Financial Services,"1,623,775.00",282.65,1.99,ABSL Frontline Equity (G),MAC031,2017-11-01 16:28:59.141000
HCL Tech,Information Technology,"3,199,654.00",279.81,1.97,ABSL Frontline Equity (G),MAC031,2017-11-01 16:28:59.141000
GAIL,Oil & Gas,"6,608,662.00",276.97,1.95,ABSL Frontline Equity (G),MAC031,2017-11-01 16:28:59.141000
Larsen,Engineering & Capital Goods,"2,352,321.00",268.45,1.89,ABSL Frontline Equity (G),MAC031,2017-11-01 16:28:59.141000
Zee Entertain,Media & Entertainment,"5,043,968.00",262.77,1.85,ABSL Frontline Equity (G),MAC031,2017-11-01 16:28:59.141000
Aurobindo Pharm,Pharmaceuticals,"3,798,561.00",262.77,1.85,ABSL Frontline Equity (G),MAC031,2017-11-01 16:28:59.141000
NTPC,Utilities,"15,201,397.00",254.24,1.79,ABSL Frontline Equity (G),MAC031,2017-11-01 16:28:59.141000
Tech Mahindra,Information Technology,"5,529,207.00",252.82,1.78,ABSL Frontline Equity (G),MAC031,2017-11-01 16:28:59.141000
Reliance,Oil & Gas,"3,014,495.00",235.78,1.66,ABSL Frontline Equity (G),MAC031,2017-11-01 16:28:59.141000
Federal Bank,Banking & Financial Services,"20,182,650.00",227.26,1.60,ABSL Frontline Equity (G),MAC031,2017-11-01 16:28:59.141000
M&M;,Automotive,"1,789,958.00",224.42,1.58,ABSL Frontline Equity (G),MAC031,2017-11-01 16:28:59.141000
HUL,Consumer Non-durables,"1,909,679.00",224.42,1.58,ABSL Frontline Equity (G),MAC031,2017-11-01 16:28:59.141000
CG Consumer,Manufacturing,"10,435,254.00",217.31,1.53,ABSL Frontline Equity (G),MAC031,2017-11-01 16:28:59.141000
Hero Motocorp,Automotive,"567,210.00",214.47,1.51,ABSL Frontline Equity (G),MAC031,2017-11-01 16:28:59.141000
SBI,Banking & Financial Services,"8,396,181.00",213.05,1.50,ABSL Frontline Equity (G),MAC031,2017-11-01 16:28:59.141000
HPCL,Oil & Gas,"4,962,081.00",211.63,1.49,ABSL Frontline Equity (G),MAC031,2017-11-01 16:28:59.141000
Grasim,Conglomerates,"1,716,856.00",194.59,1.37,ABSL Frontline Equity (G),MAC031,2017-11-01 16:28:59.141000
Power Grid Corp,Utilities,"8,698,109.00",183.23,1.29,ABSL Frontline Equity (G),MAC031,2017-11-01 16:28:59.141000
Muthoot Finance,Banking & Financial Services,"3,772,044.00",178.96,1.26,ABSL Frontline Equity (G),MAC031,2017-11-01 16:28:59.141000
Max Financial,Manufacturing,"2,936,008.00",173.28,1.22,ABSL Frontline Equity (G),MAC031,2017-11-01 16:28:59.141000
Dr Reddys Labs,Pharmaceuticals,"719,506.00",167.60,1.18,ABSL Frontline Equity (G),MAC031,2017-11-01 16:28:59.141000
Bharat Elec,Manufacturing,"8,945,060.00",146.30,1.03,ABSL Frontline Equity (G),MAC031,2017-11-01 16:28:59.141000
IOC,Oil & Gas,"3,514,937.00",140.62,0.99,ABSL Frontline Equity (G),MAC031,2017-11-01 16:28:59.141000
Cholamandalam,Banking & Financial Services,"1,274,852.00",139.19,0.98,ABSL Frontline Equity (G),MAC031,2017-11-01 16:28:59.141000
Britannia,Food & Beverages,"313,887.00",136.35,0.96,ABSL Frontline Equity (G),MAC031,2017-11-01 16:28:59.141000
Cummins,Engineering & Capital Goods,"1,471,314.00",136.35,0.96,ABSL Frontline Equity (G),MAC031,2017-11-01 16:28:59.141000
Rel Capital,Banking & Financial Services,"2,155,905.00",126.41,0.89,ABSL Frontline Equity (G),MAC031,2017-11-01 16:28:59.141000
IDFC,Banking & Financial Services,"21,462,055.00",126.41,0.89,ABSL Frontline Equity (G),MAC031,2017-11-01 16:28:59.141000
Sanofi India,Pharmaceuticals,"285,139.00",117.89,0.83,ABSL Frontline Equity (G),MAC031,2017-11-01 16:28:59.141000
Dabur India,Consumer Non-durables,"3,864,592.00",117.89,0.83,ABSL Frontline Equity (G),MAC031,2017-11-01 16:28:59.141000
Motherson Sumi,Automotive,"3,209,840.00",107.95,0.76,ABSL Frontline Equity (G),MAC031,2017-11-01 16:28:59.141000
Hind Zinc,Metals & Mining,"3,601,303.00",106.53,0.75,ABSL Frontline Equity (G),MAC031,2017-11-01 16:28:59.141000
Axis Bank,Banking & Financial Services,"1,982,019.00",100.85,0.71,ABSL Frontline Equity (G),MAC031,2017-11-01 16:28:59.141000
Shriram City,Banking & Financial Services,"477,616.00",98.00,0.69,ABSL Frontline Equity (G),MAC031,2017-11-01 16:28:59.141000
L&T; Finance,Banking & Financial Services,"4,953,029.00",96.58,0.68,ABSL Frontline Equity (G),MAC031,2017-11-01 16:28:59.141000
Bayer CropScien,Chemicals,"248,813.00",96.58,0.68,ABSL Frontline Equity (G),MAC031,2017-11-01 16:28:59.141000
Tata Motors,Automotive,"2,300,885.00",92.32,0.65,ABSL Frontline Equity (G),MAC031,2017-11-01 16:28:59.141000
Akzo Nobel,Chemicals,"465,532.00",89.48,0.63,ABSL Frontline Equity (G),MAC031,2017-11-01 16:28:59.141000
Emami,Consumer Non-durables,"739,633.00",80.96,0.57,ABSL Frontline Equity (G),MAC031,2017-11-01 16:28:59.141000
Castrol,Chemicals,"2,210,053.00",79.54,0.56,ABSL Frontline Equity (G),MAC031,2017-11-01 16:28:59.141000
Coal India,Metals & Mining,"2,886,898.00",78.12,0.55,ABSL Frontline Equity (G),MAC031,2017-11-01 16:28:59.141000
Torrent Pharma,Pharmaceuticals,"634,473.00",78.12,0.55,ABSL Frontline Equity (G),MAC031,2017-11-01 16:28:59.141000
CG Power ,Engineering & Capital Goods,"8,826,550.00",69.60,0.49,ABSL Frontline Equity (G),MAC031,2017-11-01 16:28:59.141000
Bank of Baroda,Banking & Financial Services,"4,958,327.00",68.18,0.48,ABSL Frontline Equity (G),MAC031,2017-11-01 16:28:59.141000
Bosch,Automotive,"33,231.00",68.18,0.48,ABSL Frontline Equity (G),MAC031,2017-11-01 16:28:59.141000
Idea Cellular,Telecommunication,"8,814,091.00",68.18,0.48,ABSL Frontline Equity (G),MAC031,2017-11-01 16:28:59.141000
Godrej Consumer,Consumer Non-durables,"682,490.00",62.50,0.44,ABSL Frontline Equity (G),MAC031,2017-11-01 16:28:59.141000
Titan Company,Miscellaneous,"1,072,517.00",62.50,0.44,ABSL Frontline Equity (G),MAC031,2017-11-01 16:28:59.141000
Tata Steel,Metals & Mining,"916,287.00",59.65,0.42,ABSL Frontline Equity (G),MAC031,2017-11-01 16:28:59.141000
ICICI Lombard ,Conglomerates,"859,550.00",58.23,0.41,ABSL Frontline Equity (G),MAC031,2017-11-01 16:28:59.141000
Petronet LNG,Oil & Gas,"2,393,855.00",55.39,0.39,ABSL Frontline Equity (G),MAC031,2017-11-01 16:28:59.141000
IRB Infra,Engineering & Capital Goods,"2,532,182.00",53.97,0.38,ABSL Frontline Equity (G),MAC031,2017-11-01 16:28:59.141000
GlaxoSmith Con,Food & Beverages,"102,262.00",51.13,0.36,ABSL Frontline Equity (G),MAC031,2017-11-01 16:28:59.141000
Sun Pharma,Pharmaceuticals,"987,925.00",49.71,0.35,ABSL Frontline Equity (G),MAC031,2017-11-01 16:28:59.141000
ACC,Cement & Construction,"300,531.00",49.71,0.35,ABSL Frontline Equity (G),MAC031,2017-11-01 16:28:59.141000
GE Power India,Engineering & Capital Goods,"694,756.00",46.87,0.33,ABSL Frontline Equity (G),MAC031,2017-11-01 16:28:59.141000
Aditya Birla ,Miscellaneous,"2,474,889.00",45.45,0.32,ABSL Frontline Equity (G),MAC031,2017-11-01 16:28:59.141000
Glenmark,Pharmaceuticals,"760,437.00",45.45,0.32,ABSL Frontline Equity (G),MAC031,2017-11-01 16:28:59.141000
ONGC,Oil & Gas,"2,330,496.00",39.77,0.28,ABSL Frontline Equity (G),MAC031,2017-11-01 16:28:59.141000
GlaxoSmithKline,Pharmaceuticals,"130,819.00",32.67,0.23,ABSL Frontline Equity (G),MAC031,2017-11-01 16:28:59.141000
LIC Housing Fin,Banking & Financial Services,"520,318.00",32.67,0.23,ABSL Frontline Equity (G),MAC031,2017-11-01 16:28:59.141000
Bharti Infratel,Telecommunication,"748,963.00",29.83,0.21,ABSL Frontline Equity (G),MAC031,2017-11-01 16:28:59.141000
P and G,Consumer Non-durables,"28,684.00",24.15,0.17,ABSL Frontline Equity (G),MAC031,2017-11-01 16:28:59.141000
Divis Labs,Pharmaceuticals,"265,782.00",22.73,0.16,ABSL Frontline Equity (G),MAC031,2017-11-01 16:28:59.141000
Reliance Home F,Banking & Financial Services,"2,130,531.00",21.31,0.15,ABSL Frontline Equity (G),MAC031,2017-11-01 16:28:59.141000
TCS,Information Technology,"81,596.00",19.89,0.14,ABSL Frontline Equity (G),MAC031,2017-11-01 16:28:59.141000
ICICI Prudentia,Banking & Financial Services,"437,762.00",17.04,0.12,ABSL Frontline Equity (G),MAC031,2017-11-01 16:28:59.141000
Chennai Petro,Oil & Gas,"388,364.00",15.62,0.11,ABSL Frontline Equity (G),MAC031,2017-11-01 16:28:59.141000
Bajaj Finance,Banking & Financial Services,"746,546.00",137.22,7.51,UTI Bluechip Flexicap Fund (G),MUT096,2017-11-01 16:29:07.323000
IndusInd Bank,Banking & Financial Services,"662,562.00",111.46,6.10,UTI Bluechip Flexicap Fund (G),MUT096,2017-11-01 16:29:07.323000
