Equity,Sector,Qty,Value,%,Fund_Name,Fund_Code,Time_Stamp
Asian Paints,Chemicals,273.00,0.03,0.40,Kotak Classic Equity - Direct (G),MKM530,2017-11-01 16:17:32.530000
Tata Motors,Automotive,520.00,0.02,0.27,Kotak Classic Equity - Direct (G),MKM530,2017-11-01 16:17:32.530000
Cochin Shipyard,Miscellaneous,357.00,0.02,0.24,Kotak Classic Equity - Direct (G),MKM530,2017-11-01 16:17:32.530000
HCL Tech,Information Technology,159.00,0.01,0.18,Kotak Classic Equity - Direct (G),MKM530,2017-11-01 16:17:32.530000
ICICI Bank,Banking & Financial Services,475.00,0.01,0.17,Kotak Classic Equity - Direct (G),MKM530,2017-11-01 16:17:32.530000
Dixon Technolog,Manufacturing,35.00,0.01,0.12,Kotak Classic Equity - Direct (G),MKM530,2017-11-01 16:17:32.530000
Biocon,Pharmaceuticals,116.00,0.00,0.05,Kotak Classic Equity - Direct (G),MKM530,2017-11-01 16:17:32.530000
RBL Bank,Banking & Financial Services,46.00,0.00,0.03,Kotak Classic Equity - Direct (G),MKM530,2017-11-01 16:17:32.530000
Bajaj Finance,Banking & Financial Services,"18,820.00",3.35,10.53,JM Core 11 Fund (G),MJM171,2017-11-01 16:17:42.179000
HPCL,Oil & Gas,"63,109.00",3.08,9.68,JM Core 11 Fund (G),MJM171,2017-11-01 16:17:42.179000
Yes Bank,Banking & Financial Services,"17,380.00",3.05,9.57,JM Core 11 Fund (G),MJM171,2017-11-01 16:17:42.179000
Petronet LNG,Oil & Gas,"130,725.00",2.97,9.33,JM Core 11 Fund (G),MJM171,2017-11-01 16:17:42.179000
Maruti Suzuki,Automotive,"3,848.00",2.96,9.31,JM Core 11 Fund (G),MJM171,2017-11-01 16:17:42.179000
Voltas,Conglomerates,"55,175.00",2.90,9.09,JM Core 11 Fund (G),MJM171,2017-11-01 16:17:42.179000
HDFC Bank,Banking & Financial Services,"15,910.00",2.83,8.88,JM Core 11 Fund (G),MJM171,2017-11-01 16:17:42.179000
Larsen,Engineering & Capital Goods,"23,987.00",2.73,8.56,JM Core 11 Fund (G),MJM171,2017-11-01 16:17:42.179000
Asian Paints,Chemicals,"22,860.00",2.67,8.39,JM Core 11 Fund (G),MJM171,2017-11-01 16:17:42.179000
Shree Cements,Cement & Construction,"1,465.00",2.58,8.09,JM Core 11 Fund (G),MJM171,2017-11-01 16:17:42.179000
Tata Motors,Automotive,"60,033.00",2.26,7.10,JM Core 11 Fund (G),MJM171,2017-11-01 16:17:42.179000
HDFC Bank,Banking & Financial Services,"92,867.00",16.74,8.55,Invesco India Growth Fund (G),MLI099,2017-11-01 16:17:50.352000
IndusInd Bank,Banking & Financial Services,"91,094.00",15.30,7.81,Invesco India Growth Fund (G),MLI099,2017-11-01 16:17:50.352000
Reliance,Oil & Gas,"180,529.00",14.12,7.21,Invesco India Growth Fund (G),MLI099,2017-11-01 16:17:50.352000
Maruti Suzuki,Automotive,"16,334.00",13.02,6.65,Invesco India Growth Fund (G),MLI099,2017-11-01 16:17:50.352000
ICICI Bank,Banking & Financial Services,"384,679.00",10.65,5.44,Invesco India Growth Fund (G),MLI099,2017-11-01 16:17:50.352000
Larsen,Engineering & Capital Goods,"80,485.00",9.18,4.69,Invesco India Growth Fund (G),MLI099,2017-11-01 16:17:50.352000
Kotak Mahindra,Banking & Financial Services,"91,284.00",9.15,4.67,Invesco India Growth Fund (G),MLI099,2017-11-01 16:17:50.352000
TCS,Information Technology,"30,055.00",7.32,3.74,Invesco India Growth Fund (G),MLI099,2017-11-01 16:17:50.352000
Britannia,Food & Beverages,"15,103.00",6.56,3.35,Invesco India Growth Fund (G),MLI099,2017-11-01 16:17:50.352000
HCL Tech,Information Technology,"65,616.00",5.74,2.93,Invesco India Growth Fund (G),MLI099,2017-11-01 16:17:50.352000
Power Grid Corp,Utilities,"263,103.00",5.54,2.83,Invesco India Growth Fund (G),MLI099,2017-11-01 16:17:50.352000
Tata Motors,Automotive,"137,637.00",5.52,2.82,Invesco India Growth Fund (G),MLI099,2017-11-01 16:17:50.352000
Coromandel Int,Chemicals,"120,161.00",5.19,2.65,Invesco India Growth Fund (G),MLI099,2017-11-01 16:17:50.352000
Heritage Foods,Food & Beverages,"68,081.00",4.94,2.52,Invesco India Growth Fund (G),MLI099,2017-11-01 16:17:50.352000
CDSL,Banking & Financial Services,"140,397.00",4.80,2.45,Invesco India Growth Fund (G),MLI099,2017-11-01 16:17:50.352000
Hero Motocorp,Automotive,"12,379.00",4.68,2.39,Invesco India Growth Fund (G),MLI099,2017-11-01 16:17:50.352000
Motherson Sumi,Automotive,"127,532.00",4.29,2.19,Invesco India Growth Fund (G),MLI099,2017-11-01 16:17:50.352000
TeamLease Ser.,Miscellaneous,"26,313.00",4.23,2.16,Invesco India Growth Fund (G),MLI099,2017-11-01 16:17:50.352000
L&T; Finance,Banking & Financial Services,"194,836.00",3.80,1.94,Invesco India Growth Fund (G),MLI099,2017-11-01 16:17:50.352000
Cholamandalam,Banking & Financial Services,"31,568.00",3.45,1.76,Invesco India Growth Fund (G),MLI099,2017-11-01 16:17:50.352000
IOC,Oil & Gas,"80,284.00",3.21,1.64,Invesco India Growth Fund (G),MLI099,2017-11-01 16:17:50.352000
Shankara Buildi,Miscellaneous,"21,030.00",3.00,1.53,Invesco India Growth Fund (G),MLI099,2017-11-01 16:17:50.352000
Sun Pharma,Pharmaceuticals,"57,211.00",2.88,1.47,Invesco India Growth Fund (G),MLI099,2017-11-01 16:17:50.352000
J. K. Cement,Cement & Construction,"29,086.00",2.78,1.42,Invesco India Growth Fund (G),MLI099,2017-11-01 16:17:50.352000
Interglobe Avi,Services,"25,010.00",2.74,1.40,Invesco India Growth Fund (G),MLI099,2017-11-01 16:17:50.352000
United Brewerie,Food & Beverages,"32,664.00",2.68,1.37,Invesco India Growth Fund (G),MLI099,2017-11-01 16:17:50.352000
Sanofi India,Pharmaceuticals,"5,495.00",2.27,1.16,Invesco India Growth Fund (G),MLI099,2017-11-01 16:17:50.352000
Container Corp,Services,"16,292.00",2.19,1.12,Invesco India Growth Fund (G),MLI099,2017-11-01 16:17:50.352000
MCX India,Miscellaneous,"21,145.00",2.19,1.12,Invesco India Growth Fund (G),MLI099,2017-11-01 16:17:50.352000
Can Fin Homes,Banking & Financial Services,"8,278.00",2.19,1.12,Invesco India Growth Fund (G),MLI099,2017-11-01 16:17:50.352000
Titan Company,Miscellaneous,"34,281.00",2.00,1.02,Invesco India Growth Fund (G),MLI099,2017-11-01 16:17:50.352000
Shriram Trans,Banking & Financial Services,"13,779.00",1.45,0.74,Invesco India Growth Fund (G),MLI099,2017-11-01 16:17:50.352000
ISGEC Heavy Eng,Food & Beverages,"2,252.00",1.45,0.74,Invesco India Growth Fund (G),MLI099,2017-11-01 16:17:50.352000
Ratnamani Metal,Metals & Mining,"15,395.00",1.35,0.69,Invesco India Growth Fund (G),MLI099,2017-11-01 16:17:50.352000
Greenply Ind,Miscellaneous,"27,205.00",0.74,0.38,Invesco India Growth Fund (G),MLI099,2017-11-01 16:17:50.352000
ICICI Lombard ,Conglomerates,"8,961.00",0.61,0.31,Invesco India Growth Fund (G),MLI099,2017-11-01 16:17:50.352000
HDFC Bank,Banking & Financial Services,11.00,0.00,9.61,Sundaram Select Focus - IP (G),MSN243,2017-11-01 16:17:55.550000
HDFC,Banking & Financial Services,9.00,0.00,7.68,Sundaram Select Focus - IP (G),MSN243,2017-11-01 16:17:55.550000
ICICI Bank,Banking & Financial Services,42.00,0.00,5.78,Sundaram Select Focus - IP (G),MSN243,2017-11-01 16:17:55.550000
Kotak Mahindra,Banking & Financial Services,11.00,0.00,5.74,Sundaram Select Focus - IP (G),MSN243,2017-11-01 16:17:55.550000
Reliance,Oil & Gas,14.00,0.00,5.44,Sundaram Select Focus - IP (G),MSN243,2017-11-01 16:17:55.550000
ITC,Tobacco,37.00,0.00,4.75,Sundaram Select Focus - IP (G),MSN243,2017-11-01 16:17:55.550000
Larsen,Engineering & Capital Goods,8.00,0.00,4.49,Sundaram Select Focus - IP (G),MSN243,2017-11-01 16:17:55.550000
Maruti Suzuki,Automotive,1.00,0.00,4.11,Sundaram Select Focus - IP (G),MSN243,2017-11-01 16:17:55.550000
HUL,Consumer Non-durables,6.00,0.00,3.35,Sundaram Select Focus - IP (G),MSN243,2017-11-01 16:17:55.550000
IndusInd Bank,Banking & Financial Services,4.00,0.00,3.33,Sundaram Select Focus - IP (G),MSN243,2017-11-01 16:17:55.550000
BPCL,Oil & Gas,13.00,0.00,3.05,Sundaram Select Focus - IP (G),MSN243,2017-11-01 16:17:55.550000
IOC,Oil & Gas,15.00,0.00,3.03,Sundaram Select Focus - IP (G),MSN243,2017-11-01 16:17:55.550000
Whirlpool,Consumer Durables,4.00,0.00,2.78,Sundaram Select Focus - IP (G),MSN243,2017-11-01 16:17:55.550000
Guj State Petro,Oil & Gas,22.00,0.00,2.24,Sundaram Select Focus - IP (G),MSN243,2017-11-01 16:17:55.550000
Vedanta,Metals & Mining,14.00,0.00,2.23,Sundaram Select Focus - IP (G),MSN243,2017-11-01 16:17:55.550000
NTPC,Utilities,26.00,0.00,2.16,Sundaram Select Focus - IP (G),MSN243,2017-11-01 16:17:55.550000
Tata Motors (D),Automotive,18.00,0.00,2.00,Sundaram Select Focus - IP (G),MSN243,2017-11-01 16:17:55.550000
Cummins,Engineering & Capital Goods,4.00,0.00,1.78,Sundaram Select Focus - IP (G),MSN243,2017-11-01 16:17:55.550000
Hero Motocorp,Automotive,1.00,0.00,1.78,Sundaram Select Focus - IP (G),MSN243,2017-11-01 16:17:55.550000
Infosys,Information Technology,4.00,0.00,1.72,Sundaram Select Focus - IP (G),MSN243,2017-11-01 16:17:55.550000
M&M;,Automotive,3.00,0.00,1.69,Sundaram Select Focus - IP (G),MSN243,2017-11-01 16:17:55.550000
Indiabulls Hsg,Banking & Financial Services,3.00,0.00,1.55,Sundaram Select Focus - IP (G),MSN243,2017-11-01 16:17:55.550000
Axis Bank,Banking & Financial Services,6.00,0.00,1.42,Sundaram Select Focus - IP (G),MSN243,2017-11-01 16:17:55.550000
Asian Paints,Chemicals,2.00,0.00,1.31,Sundaram Select Focus - IP (G),MSN243,2017-11-01 16:17:55.550000
HCL Tech,Information Technology,3.00,0.00,1.30,Sundaram Select Focus - IP (G),MSN243,2017-11-01 16:17:55.550000
Power Grid Corp,Utilities,11.00,0.00,1.20,Sundaram Select Focus - IP (G),MSN243,2017-11-01 16:17:55.550000
CG Consumer,Manufacturing,11.00,0.00,1.14,Sundaram Select Focus - IP (G),MSN243,2017-11-01 16:17:55.550000
City Union Bank,Banking & Financial Services,13.00,0.00,1.09,Sundaram Select Focus - IP (G),MSN243,2017-11-01 16:17:55.550000
Bajaj Finance,Banking & Financial Services,1.00,0.00,1.07,Sundaram Select Focus - IP (G),MSN243,2017-11-01 16:17:55.550000
Zee Entertain,Media & Entertainment,4.00,0.00,1.06,Sundaram Select Focus - IP (G),MSN243,2017-11-01 16:17:55.550000
Voltas,Conglomerates,4.00,0.00,1.00,Sundaram Select Focus - IP (G),MSN243,2017-11-01 16:17:55.550000
Hindalco,Metals & Mining,8.00,0.00,0.91,Sundaram Select Focus - IP (G),MSN243,2017-11-01 16:17:55.550000
ICICI Lombard ,Conglomerates,2.00,0.00,0.52,Sundaram Select Focus - IP (G),MSN243,2017-11-01 16:17:55.550000
SBI,Banking & Financial Services,"1,164,421.00",29.55,5.57,Reliance Top 200 - Direct (G),MRC940,2017-11-01 16:18:05.628000
HDFC Bank,Banking & Financial Services,"153,576.00",27.69,5.22,Reliance Top 200 - Direct (G),MRC940,2017-11-01 16:18:05.628000
Infosys,Information Technology,"285,672.00",25.67,4.84,Reliance Top 200 - Direct (G),MRC940,2017-11-01 16:18:05.628000
ITC,Tobacco,"930,505.00",24.03,4.53,Reliance Top 200 - Direct (G),MRC940,2017-11-01 16:18:05.628000
Axis Bank,Banking & Financial Services,"423,292.00",21.54,4.06,Reliance Top 200 - Direct (G),MRC940,2017-11-01 16:18:05.628000
ICICI Bank,Banking & Financial Services,"676,136.00",18.73,3.53,Reliance Top 200 - Direct (G),MRC940,2017-11-01 16:18:05.628000
Tata Steel,Metals & Mining,"278,659.00",18.14,3.42,Reliance Top 200 - Direct (G),MRC940,2017-11-01 16:18:05.628000
Divis Labs,Pharmaceuticals,"211,555.00",18.09,3.41,Reliance Top 200 - Direct (G),MRC940,2017-11-01 16:18:05.629000
Larsen,Engineering & Capital Goods,"148,282.00",16.92,3.19,Reliance Top 200 - Direct (G),MRC940,2017-11-01 16:18:05.629000
Zee Entertain,Media & Entertainment,"316,683.00",16.50,3.11,Reliance Top 200 - Direct (G),MRC940,2017-11-01 16:18:05.629000
Dr Reddys Labs,Pharmaceuticals,"66,497.00",15.49,2.92,Reliance Top 200 - Direct (G),MRC940,2017-11-01 16:18:05.629000
ACC,Cement & Construction,"90,114.00",14.91,2.81,Reliance Top 200 - Direct (G),MRC940,2017-11-01 16:18:05.629000
M&M;,Automotive,"111,277.00",13.95,2.63,Reliance Top 200 - Direct (G),MRC940,2017-11-01 16:18:05.629000
HCL Tech,Information Technology,"158,929.00",13.90,2.62,Reliance Top 200 - Direct (G),MRC940,2017-11-01 16:18:05.629000
IOC,Oil & Gas,"338,132.00",13.53,2.55,Reliance Top 200 - Direct (G),MRC940,2017-11-01 16:18:05.629000
Castrol,Chemicals,"299,209.00",10.77,2.03,Reliance Top 200 - Direct (G),MRC940,2017-11-01 16:18:05.629000
Bharat Forge,Manufacturing,"181,711.00",10.72,2.02,Reliance Top 200 - Direct (G),MRC940,2017-11-01 16:18:05.629000
Sun Pharma,Pharmaceuticals,"211,893.00",10.66,2.01,Reliance Top 200 - Direct (G),MRC940,2017-11-01 16:18:05.629000
Ashok Leyland,Automotive,"844,958.00",10.40,1.96,Reliance Top 200 - Direct (G),MRC940,2017-11-01 16:18:05.629000
Petronet LNG,Oil & Gas,"421,808.00",9.76,1.84,Reliance Top 200 - Direct (G),MRC940,2017-11-01 16:18:05.629000
GAIL,Oil & Gas,"211,378.00",8.86,1.67,Reliance Top 200 - Direct (G),MRC940,2017-11-01 16:18:05.629000
HDFC,Banking & Financial Services,"50,283.00",8.75,1.65,Reliance Top 200 - Direct (G),MRC940,2017-11-01 16:18:05.629000
Cipla,Pharmaceuticals,"148,726.00",8.70,1.64,Reliance Top 200 - Direct (G),MRC940,2017-11-01 16:18:05.629000
ABB India,Engineering & Capital Goods,"61,177.00",8.54,1.61,Reliance Top 200 - Direct (G),MRC940,2017-11-01 16:18:05.629000
TVS Motor,Automotive,"127,281.00",8.38,1.58,Reliance Top 200 - Direct (G),MRC940,2017-11-01 16:18:05.629000
Indian Hotels,Services,"776,274.00",8.38,1.58,Reliance Top 200 - Direct (G),MRC940,2017-11-01 16:18:05.629000
Max Financial,Manufacturing,"137,516.00",8.12,1.53,Reliance Top 200 - Direct (G),MRC940,2017-11-01 16:18:05.629000
Amara Raja Batt,Automotive,"110,577.00",7.85,1.48,Reliance Top 200 - Direct (G),MRC940,2017-11-01 16:18:05.629000
Shriram Trans,Banking & Financial Services,"72,125.00",7.59,1.43,Reliance Top 200 - Direct (G),MRC940,2017-11-01 16:18:05.629000
Reliance,Oil & Gas,"94,951.00",7.43,1.40,Reliance Top 200 - Direct (G),MRC940,2017-11-01 16:18:05.629000
Kotak Mahindra,Banking & Financial Services,"74,125.00",7.43,1.40,Reliance Top 200 - Direct (G),MRC940,2017-11-01 16:18:05.629000
ICICI Lombard ,Conglomerates,"102,571.00",6.95,1.31,Reliance Top 200 - Direct (G),MRC940,2017-11-01 16:18:05.629000
Nestle,Food & Beverages,"9,475.00",6.84,1.29,Reliance Top 200 - Direct (G),MRC940,2017-11-01 16:18:05.629000
NCC,Cement & Construction,"792,032.00",6.58,1.24,Reliance Top 200 - Direct (G),MRC940,2017-11-01 16:18:05.629000
ICICI Prudentia,Banking & Financial Services,"158,044.00",6.15,1.16,Reliance Top 200 - Direct (G),MRC940,2017-11-01 16:18:05.629000
GE T&D; India,Engineering & Capital Goods,"156,521.00",6.10,1.15,Reliance Top 200 - Direct (G),MRC940,2017-11-01 16:18:05.629000
Cummins,Engineering & Capital Goods,"63,536.00",5.89,1.11,Reliance Top 200 - Direct (G),MRC940,2017-11-01 16:18:05.629000
Cholamandalam,Banking & Financial Services,"52,957.00",5.78,1.09,Reliance Top 200 - Direct (G),MRC940,2017-11-01 16:18:05.629000
Info Edge,Miscellaneous,"48,618.00",5.36,1.01,Reliance Top 200 - Direct (G),MRC940,2017-11-01 16:18:05.629000
Jubilant Food,Miscellaneous,"37,070.00",5.15,0.97,Reliance Top 200 - Direct (G),MRC940,2017-11-01 16:18:05.629000
Aurobindo Pharm,Pharmaceuticals,"74,385.00",5.15,0.97,Reliance Top 200 - Direct (G),MRC940,2017-11-01 16:18:05.629000
NTPC,Utilities,"263,253.00",4.40,0.83,Reliance Top 200 - Direct (G),MRC940,2017-11-01 16:18:05.629000
Tata Motors,Automotive,"105,763.00",4.24,0.80,Reliance Top 200 - Direct (G),MRC940,2017-11-01 16:18:05.629000
Bharat Elec,Manufacturing,"230,287.00",3.77,0.71,Reliance Top 200 - Direct (G),MRC940,2017-11-01 16:18:05.629000
BPCL,Oil & Gas,"38,204.00",1.80,0.34,Reliance Top 200 - Direct (G),MRC940,2017-11-01 16:18:05.629000
UltraTechCement,Cement & Construction,"2,616.00",1.01,0.19,Reliance Top 200 - Direct (G),MRC940,2017-11-01 16:18:05.629000
Reliance Comm,Telecommunication,"82,886.00",0.16,0.03,Reliance Top 200 - Direct (G),MRC940,2017-11-01 16:18:05.629000
HDFC Bank,Banking & Financial Services,"5,120.00",0.92,9.61,Sundaram Select Focus -Direct (G),MSN570,2017-11-01 16:18:17.324000
HDFC,Banking & Financial Services,"4,241.00",0.74,7.68,Sundaram Select Focus -Direct (G),MSN570,2017-11-01 16:18:17.324000
ICICI Bank,Banking & Financial Services,"20,103.00",0.56,5.78,Sundaram Select Focus -Direct (G),MSN570,2017-11-01 16:18:17.324000
Kotak Mahindra,Banking & Financial Services,"5,509.00",0.55,5.74,Sundaram Select Focus -Direct (G),MSN570,2017-11-01 16:18:17.324000
Reliance,Oil & Gas,"6,702.00",0.52,5.44,Sundaram Select Focus -Direct (G),MSN570,2017-11-01 16:18:17.324000
ITC,Tobacco,"17,691.00",0.46,4.75,Sundaram Select Focus -Direct (G),MSN570,2017-11-01 16:18:17.324000
Larsen,Engineering & Capital Goods,"3,782.00",0.43,4.49,Sundaram Select Focus -Direct (G),MSN570,2017-11-01 16:18:17.324000
Maruti Suzuki,Automotive,496.00,0.40,4.11,Sundaram Select Focus -Direct (G),MSN570,2017-11-01 16:18:17.324000
HUL,Consumer Non-durables,"2,745.00",0.32,3.35,Sundaram Select Focus -Direct (G),MSN570,2017-11-01 16:18:17.324000
IndusInd Bank,Banking & Financial Services,"1,904.00",0.32,3.33,Sundaram Select Focus -Direct (G),MSN570,2017-11-01 16:18:17.324000
BPCL,Oil & Gas,"6,226.00",0.29,3.05,Sundaram Select Focus -Direct (G),MSN570,2017-11-01 16:18:17.324000
IOC,Oil & Gas,"7,278.00",0.29,3.03,Sundaram Select Focus -Direct (G),MSN570,2017-11-01 16:18:17.324000
Whirlpool,Consumer Durables,"2,085.00",0.27,2.78,Sundaram Select Focus -Direct (G),MSN570,2017-11-01 16:18:17.324000
Guj State Petro,Oil & Gas,"10,758.00",0.22,2.24,Sundaram Select Focus -Direct (G),MSN570,2017-11-01 16:18:17.324000
Vedanta,Metals & Mining,"6,827.00",0.21,2.23,Sundaram Select Focus -Direct (G),MSN570,2017-11-01 16:18:17.324000
NTPC,Utilities,"12,409.00",0.21,2.16,Sundaram Select Focus -Direct (G),MSN570,2017-11-01 16:18:17.324000
Tata Motors (D),Automotive,"8,655.00",0.19,2.00,Sundaram Select Focus -Direct (G),MSN570,2017-11-01 16:18:17.324000
Cummins,Engineering & Capital Goods,"1,853.00",0.17,1.78,Sundaram Select Focus -Direct (G),MSN570,2017-11-01 16:18:17.324000
Hero Motocorp,Automotive,454.00,0.17,1.78,Sundaram Select Focus -Direct (G),MSN570,2017-11-01 16:18:17.324000
Infosys,Information Technology,"1,839.00",0.17,1.72,Sundaram Select Focus -Direct (G),MSN570,2017-11-01 16:18:17.324000
M&M;,Automotive,"1,296.00",0.16,1.69,Sundaram Select Focus -Direct (G),MSN570,2017-11-01 16:18:17.324000
Indiabulls Hsg,Banking & Financial Services,"1,236.00",0.15,1.55,Sundaram Select Focus -Direct (G),MSN570,2017-11-01 16:18:17.324000
Axis Bank,Banking & Financial Services,"2,683.00",0.14,1.42,Sundaram Select Focus -Direct (G),MSN570,2017-11-01 16:18:17.324000
Asian Paints,Chemicals,"1,114.00",0.13,1.31,Sundaram Select Focus -Direct (G),MSN570,2017-11-01 16:18:17.324000
HCL Tech,Information Technology,"1,430.00",0.13,1.30,Sundaram Select Focus -Direct (G),MSN570,2017-11-01 16:18:17.324000
Power Grid Corp,Utilities,"5,471.00",0.12,1.20,Sundaram Select Focus -Direct (G),MSN570,2017-11-01 16:18:17.324000
CG Consumer,Manufacturing,"5,251.00",0.11,1.14,Sundaram Select Focus -Direct (G),MSN570,2017-11-01 16:18:17.324000
City Union Bank,Banking & Financial Services,"6,461.00",0.10,1.09,Sundaram Select Focus -Direct (G),MSN570,2017-11-01 16:18:17.324000
Bajaj Finance,Banking & Financial Services,560.00,0.10,1.07,Sundaram Select Focus -Direct (G),MSN570,2017-11-01 16:18:17.324000
Zee Entertain,Media & Entertainment,"1,961.00",0.10,1.06,Sundaram Select Focus -Direct (G),MSN570,2017-11-01 16:18:17.324000
Voltas,Conglomerates,"1,901.00",0.10,1.00,Sundaram Select Focus -Direct (G),MSN570,2017-11-01 16:18:17.324000
Hindalco,Metals & Mining,"3,638.00",0.09,0.91,Sundaram Select Focus -Direct (G),MSN570,2017-11-01 16:18:17.324000
ICICI Lombard ,Conglomerates,735.00,0.05,0.52,Sundaram Select Focus -Direct (G),MSN570,2017-11-01 16:18:17.324000
Bajaj Finance,Banking & Financial Services,"87,500.00",15.59,10.29,JM Multi Strategy Fund (G),MJM238,2017-11-01 16:18:25.744000
HDFC Bank,Banking & Financial Services,"62,015.00",11.02,7.27,JM Multi Strategy Fund (G),MJM238,2017-11-01 16:18:25.744000
Maruti Suzuki,Automotive,"13,500.00",10.40,6.86,JM Multi Strategy Fund (G),MJM238,2017-11-01 16:18:25.744000
HPCL,Oil & Gas,"180,000.00",8.79,5.80,JM Multi Strategy Fund (G),MJM238,2017-11-01 16:18:25.744000
ITC,Tobacco,"287,500.00",8.11,5.35,JM Multi Strategy Fund (G),MJM238,2017-11-01 16:18:25.744000
Eicher Motors,Automotive,"2,500.00",7.86,5.19,JM Multi Strategy Fund (G),MJM238,2017-11-01 16:18:25.744000
IOC,Oil & Gas,"170,000.00",7.73,5.10,JM Multi Strategy Fund (G),MJM238,2017-11-01 16:18:25.744000
ICICI Bank,Banking & Financial Services,"221,540.00",6.60,4.36,JM Multi Strategy Fund (G),MJM238,2017-11-01 16:18:25.744000
Asian Paints,Chemicals,"45,750.00",5.35,3.53,JM Multi Strategy Fund (G),MJM238,2017-11-01 16:18:25.744000
HDFC,Banking & Financial Services,"30,000.00",5.33,3.52,JM Multi Strategy Fund (G),MJM238,2017-11-01 16:18:25.744000
Larsen,Engineering & Capital Goods,"45,915.00",5.22,3.44,JM Multi Strategy Fund (G),MJM238,2017-11-01 16:18:25.744000
GAIL,Oil & Gas,"100,000.00",3.78,2.50,JM Multi Strategy Fund (G),MJM238,2017-11-01 16:18:25.744000
Tata Motors,Automotive,"100,000.00",3.77,2.48,JM Multi Strategy Fund (G),MJM238,2017-11-01 16:18:25.744000
CARE,Miscellaneous,"25,000.00",3.71,2.45,JM Multi Strategy Fund (G),MJM238,2017-11-01 16:18:25.744000
Cummins,Engineering & Capital Goods,"40,000.00",3.65,2.41,JM Multi Strategy Fund (G),MJM238,2017-11-01 16:18:25.744000
Va Tech Wabag,Engineering & Capital Goods,"50,000.00",3.07,2.03,JM Multi Strategy Fund (G),MJM238,2017-11-01 16:18:25.744000
